,0,1,2,3,4,5,6,7,8,9,10,11
0,100 g edible portion of raw and cooked lean lamb(7% SCF),,,,,,,,,,,
1,Nutrients analysed,Unit,Raw cutsn=12,Raw cutsn=12,,,,Cooked cuts (n=12,Cooked cuts (n=12,,,
2,,,p-value,SEMb,Shoulder,Loin,Leg,p-value,SEMb,Shoulder,Loin,Leg
3,Proximate analysis,,,,,,,,,,,
4,Moisture,g,0.012,0.741,70.8a,70.1a,73.7b,<0.001,0.478,66.8b,63.5a,66.0
5,Protein(N 6.25,,0.346,0.638,18.0,17.8,19.0,<0.001,0.541,23.1a,27.8b,24.5
6,Fat,g,0.003,0.814,9.63a,11.3a,6.15b,0.018,0.515,9.86a,7.80b,7.67
7,Ash,g,0.918,0.711,2.93,2.65,3.06,<0.001,0.016,0.95a,1.20c,1.05
8,Food energy (calculated),kJ,0.014,33.9,662.0a,718a,552b,0.438,20.4,757,755,722
9,Minerals,,,,,,,,,,,
10,Magnesium (Mg),mg,0.076,3.01,13.9,22.7,23.8,<0.001,0.674,17.7a,24.2b,22.9
11,Potassium (k),mg,0.134,51.7,201.,323,351,<0.001,7.51,261a,331c,303
12,Sodium (Na),mg,0.495,19.1,68.0,101,82,<0.001,1.528,68.9b,83.3c,61.9
13,Zinc (Zn),mg,0.512,0.474,1.99,2.05,2.71,0.208,0.357,1.24,2.20,1.71
14,Iron (Fe),mg,0.397,0.197,0.75,0.99,1.14,0.227,0.439,,0.62,1.20
15,Vitamins,,,,,,,,,,,
16,Thiamin (B),mg,0.822,0.021,0.11,0.09,0.10,0.740,0.030,0.03,0.04,0.06
17,Riboflavin (B),mg,0.954,0.027,0.09,0.08,0.09,0.535,0.018,0.04,0.07,0.05
18,Niacin (B),mg,0.525,0.479,1.70,1.02,1.71,0.736,0.342,1.37,1.25,1.63
19,Pyridoxine (B),mg,0.099,0.122,0.26,0.32,0.64,0.716,0.030,0.12,0.13,0.10
20,Cyanocobalamin(B2),ug,0.803,1.085,4.02,3.61,3.00,0.697,0.188,0.8,0.2,1.1
21,Lipidsc,,,,,,,,,,,
22,Saturated fatty acids,,,,,,,,,,,
23,14:0,,0.111,0.095,0.62,0.69,0.39,0.694,0.066,0.50,0.47,0.42
24,16:0,g,0.010,0.238,2.50a,2.67a,1.50b,0.562,0.120,2.06,1.97,1.86
25,18:0,,<0.001,0.132,1.64a,1.86a,0.88b,0.329,0.101,1.10,1.08,1.30
26,20:0,g,0.120,0.006,0.03,0.03,0.01,0.045,0.005,0.02,0.01,0.02
27,Monounsaturated fatty acids,,,,,,,,,,,
28,16:1,g,0.152,0.028,0.21,0.21,0.14,0.113,0.009,0.20,0.18,0.16
29,18:1n9t,g,0.061,0.061,0.33,0.42,0.19,0.907,0.048,0.23,0.24,0.21
30,18:1n9c,g,<0.001,0.206,3.53a,3.70a,2.14b,0.294,0.102,2.88,2.63,2.71
31,Polyunsaturatedfatty acids,,,,,,,,,,,
32,18:2n6t,G,0.607,0.005,0.03,0.02,0.02,0.886,0.005,0.02,0.02,0.02
33,18:2n6c,G,0.018,0.029,0.28a,0.29a,0.17b,0.891,0.034,0.24,0.22,0.24
34,Cholesterol,Mg,0.966,6.09,64.0,61.8,62.7,0.732,6.23,85.0,86.3,91.7
