,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Food item (mg/kg)b,n,,Myricetin Range Quercetin Range,,Myricetin Range Quercetin Range,Kampferol Range Luteolin Range Apigenin Range Total Range,,,,,,,
1,Vegetables,,,,,,,,,,,,,
2,Beans (Snap),1<0.4,1<0.4,,19,,,1,,<0.3,,<0.1,21,
3,"Beans (Yardlong), cooked",2<0.4,2<0.4,,53,41-65,,5,3-6,<0.3,,<0.1,58,44-71
4,Broccoli,4<0.4,4<0.4,,3,1-5,,7,3-14,<0.3,,<0.1,10,4-19
5,"Cabbage(bok choi, green),cooked",1<0.4,1<0.4,,3,,,24,,<0.3,,<0.1,70,
6,"Cabbage(Head,cooked",2<0.4,2<0.4,,<0.2,,,<0.1,,<0.3,,<0.1,<1.1,
7,Cabbage (pak choi),4<0.4,4<0.4,,<0.2,0-1,,8,0-21,<0.3,,<0.1,20,0-53
8,"Cabbage(red),raw",212,212,11-13,4,4-4,,<0.1,,3,24,<0.1,19,17-21
9,Cabbage (won bok),2<0.4,2<0.4,,<0.2,,,1,0-1,<0.3,,<0.1,1,0-1
10,Cabbage (choi sum),2<0.4,2<0.4,,9, 99,,28,20-37,<0.3,,<0.1,89,81-97
11,"Eggplant(long),cooked",2<0.4,2<0.4,,0,,,<0.1,,<0.3,,<0.1,<1.1,
12,Lettuce,6<0.4,6<0.4,,4,1-11,,3,1-6,<0.3,,<0.1,7,2-17
13,Onion (green),3<0.4,3<0.4,,<0.2,,,24,18-26,<0.3,,<0.1,59,40-68
14,Onion (red),238,238,18-59 136,18-59 136,77-195,98-259,4,36,<0.3,,<0.1,179,98-259
15,Onion (yellow),12<0.4,12<0.4,,140,76-238,,10,6-21,<0.3,,<0.1,150,83-259
16,"Onion (yellow, local Maui)",2<0.4,2<0.4,,125,119-130,,7,6-9,<0.3,,<0.1,134,129-138
17,"Peas,(green,cooked from frozen",2<0.4,2<0.4,,1,1-2,,2,1-3,4,3-5,<0.1,8,79
18,Potato leaves (Sweet),2<0.4,2<0.4,,26,20-32,,5,4-6,<0.3,,<0.1,31,24-38
19,"Potato (Sweet, orange)",2<0.4,2<0.4,,<0.2,,,<0.1,,<0.3,,<0.1,<1.1,
20,Spinach,3<0.4,3<0.4,,<0.2,,,71,49-90,<0.3,,<0.1,71,49-90
21,Taro leaves,1<0.4,1<0.4,,<0.2,,,<0.1,,<0.3,,<0.1,0,
22,Tomato,2<0.4,2<0.4,,9,7-11,,<0.1,,<0.3,,<0.1,9,7-11
23,"Tomato, boiled",2<0.4,2<0.4,,5,3-7,,<0.1,,<0.3,,<0.1,5,3-7
24,"Tomato, canned",2<0.4,2<0.4,,5,5-5,,<0.1,,<0.3,,<0.1,5,5-5
25,Watercress,4,2,1-2,83,48-130,,15,6-27,<0.3,,<0.1,98,56-150
26,Fruits,,,,,,,,,,,,,
27,"Apple(Fuji),without skin",2<0.4,2<0.4,,7,4-9,,<0.1,,<0.3,,<0.1,7,4-9
28,"Apple(Fuji,with skin",2<0.4,2<0.4,,26,25-28,,<0.1,,<0.3,,<0.1,26,25-28
29,"Apple (Red Delicious), without skin",2<0.4,2<0.4,,5,5-5,,<0.1,,<0.3,,<0.1,5,5-5
30,"Apple (Red Delicious),with skin",2<0.4,2<0.4,,76,72-80,,<0.1,,<0.3,,<0.1,76,72-80
31,Blueberry,1,7,,16,,,8,,8,,<0.1,40,
32,"Blueberry, frozen",135,135,,89,,,11,,18,,<0.1,153,
33,Cranberry juice cocktail,1,,,15,,,<0.1,,<0.3,,<0.1,23,
34,"Cranberry sauce, jellied",227,227,8-46,24,13-36,,<0.1,,<0.3,,<0.1,51,2182
35,"Cranberry, dried",224,224,17-30,45,40-51,,<0.1,,<0.3,,<0.1,69,57-81
36,Grapefruit(ruby red),3<0.4,3<0.4,,3,06,11-16<0.1,<0.1,,14,11-16<0.1,11-16<0.1,17,15-22
