,0,1,2,3
0,Component/100g edible portion,Range of value,Mean,Variation (fold)
1,Moisture,47.5-65.6,56.6,1.4
2,Protein,2.8-6.9,4.9,2.5
3,Fat/lipid,9.4-19,14.2,2.0
4,Ash,0.8-4.5,2.7,5.6
5,Calcium (mg),10-88,49,8.8
6,Potassium (mg),392-1013,703,2.6
7,Sodium (mg),10-21,15.5,2.1
8,Phosphorus (mg),8-36,22,4.5
9,Iron (mg),2.6-7.5,5.1,2.9
10,Zinc (mg),0.67-4.58,2.63,6.8
11,Copper (mg),0.62-1.5,1.06,2.4
12,Selenium (g),53.5-113.5,83.5,2.1
13,Beta-carotene (g),1640-2730,2185,1.6
14,Vitamin E (%),0.69 -12.12,6.41,17.6
