,0,1,2,3,4,5,6,7,8
0,Vintage,2006,,,,2007,,,
1,,Cabernet Franc,Merlot,Sangiovese,Syrah,Cabernet Franc,Merlot,Sangiovese,Syrah
2,cis-Caftaric acid,2.00  0.03,2.37  0.01,1.840.02,2.050.01,2.14 0.01,2.36  0.02,1.410.021,2.80  0.01
3,trans-Caftaric acid,92.163.17,73.59  3.20,68.68  1.48,73.82  2.19,150.97 4.79,92.30  2.97,99.85  3.61,69.763.11
4,cis-Coutaric acid,4.21  0.18,3.61  0.29,3.61  0.23,4.54  0.21,6.61  0.23,5.79  0.14,17.89  1.50,11.67  1.04
5,trans-Coutaric acid,20.94  1.87,17.58  0.95,14.69  1.01,19.11  0.90,32.49  1.80,18.66  0.93,35.28  1.51,27.49  1.49
6,Fertaric acid,3.390.11,3.09  0.15,2.97  0.09,3.03  0.12,5.21  0.15,3.61  0.13,4.04  0.10,1.46  0.10
7,trans-Caffeic acid,9.47  0.32,8.55  0.30,8.09  0.25,9.20  0.23,8.66  0.13,9.16  0.21,4.32  0.12,10.48  0.12
8,trans-p-Coumaric acid,6.61  0.11,7.73  0.23,6.54  0.11,6.30  0.20,5.59  0.13,5.31  0.12,2.73  0.06,5.86  0.19
9,trans-Ferulic acid,2.60  0.03,2.78  0.11,2.32  0.07,2.61 0.10,2.75  0.11,2.96  0.08,2.06  0.08,2.39  0.09
10,Gallic acid,40.48  1.31,41.60  1.61,34.53  0.49,39.94  0.54,45.03  1.41,54.44  1.19,32.85  0.83,39.33  0.79
11,Protocatechuic acid,0.87  0.08,1.43  0.08,1.91  0.06,2.92  0.09,9.73  0.22,5.74  0.17,12.66  0.13,10.12  0.25
12,p-Hydroxybenzoic acid,n.d.,1.26  0.06,0.59  0.08,0.86 0.09,n.d.,n.d.,1.71  0.08,2.10  0.11
13,Vanillic acid,3.48  0.070,2.13  0.04,1.66  0.08,3.67  0.05,3.50  0.11,3.78  0.10,2.98  0.07,3.22  0.08
14,Syringic acid,1.48  0.06,1.23  0.08,1.150.05,3.53  0.08,4.11  0.08,0.990.17,1.56 0.09,4.22  0.11
15,Ellagic acid,0.93  0.08,0.89  0.07,0.76  0.09,0.50  0.08,3.19  0.06,0.13  0.04,3.86  0.07,0.11  0.02
16,Total hydroxycinnamic acids,141.40  4.7a,"119.32  4.3b,c",108.78  3.8b,120.63  3.4b.c,214.48  7.9e,140.27  4.8a.d,167.57  6.2f,131.86  3.7a.c.d
17,Total hydroxybenzoic acids,47.23  2.2a,48.55  2.7a,40.59  1.7b,51.41  1.6a,"65.56  2.2c,d",65.08  1.8c,55.62  1.6a,50.10  2.1d
