,0,1,2,3,4,5,6,7,8,9
0,Mushroom species,Cd content in cap,,Cd content in stipe,,QC/S index,,Cd content reported in,Cd content reported in,Reference (Country of
1,,,,,,,,other studies,,collection)
2,,Dry weight,Wet weight,Dry weight,Wet weight,Dry weight,Wet weight Cap,Stipe,,
3,,(0.469-1.027),(0.038-0.15),(0.106-0.772),(0.007-0.257),,,4.1820.006,4.1820.006,"(Strapac&Baranova,"
4,n=10,Me0.7324,Me:0.0749,Me:0.5328,Me: 0.0696,1.44,0.94,,,2016) (Slovakia) (Wang
5,n=10,Q1:0.5253,Q10.0485,Q1:0.4624,Q1:0.0462,,,0.73  0.03,0.73  0.03,"et al.,2017China"
6,,Q3:0.9307,Q3:0.1090,Q3:0.6314,Q3:0.01045,,,,,
7,,0.104  0.054a,0.011 0.006,0.038  0.015bd,0.004  0.002ef,,,,,
8,Cantharellus cibarius,(0.011-0.138),0.001-0.016,(0.021-0.061),(0.003-0.008),,,,,"(Drewnowska et al.,"
9,n=5,Me0.1168,Me:0.0123,Me: 0.0373,Me0.0035,2.73,2.5,0.17-0.27,0.17-0.27,2017Poland)
10,n=5,Q1:0.1108,Q10.0093,Q1: 0.0320,Q10.0028,,,,,2017Poland)
11,,Q30.1377,Q30.0154,Q30.0390,Q30.0043,,,,,
12,,0.621  0.441,0.065  0.028(#),0.347  0.210,0.033  0.012,,,,,
13,Coprinus comatus,(0.343-1.489),(0.038-0.1),(0.134-0.727),(0.019-0.049),,,,,"Stilinovic et al.,2014"
14,n=6,Me0.4512,Me0.0521,Me:0.3101,Me: 0.0312,1.79,1.99,0.35  0.01,0.35  0.01,(Serbia)
15,n=6,Q1:0.3581,Q10.0476,Q1:0.2185,Q1:0.0246,,,,,(Serbia)
16,,Q3:0.6103,Q30.0885,Q30.3881,Q30.0401,,,,,
17,,0.807  0.505,0.112 0.060,0.640  0.326d,0.097  0.026fg,,,,,
18,Lycoperdon perlatum,(0.269-1.438),(0.058-0.176),(0.269-1.063),(0.058-0.112),,,,,(McCreight and
19,n=4,Me0.7599,Me:0.1059,Me0.6148,Me0.1090,1.26,1.15,3.12,3.12,"Schroeder,1977US"
20,n=4,Q1:0.4938,Q1:0.0622,Q10.5167,Q1:0.0944,,,,,"Schroeder,1977US"
21,,Q3:1.0727,Q30.1552,Q30.7383,Q30.1119,,,,,
22,,0.197  0.119,0.0100.006,0.075  0.045c,0.006  0.003gh,,,,,
23,Suillus luteus,(0.07-0.353),(0.003-0.019),(0.016-0.144),(0.001-0.01),,,,,"Papazov,2018)"
24,n=7,Me:0.1933,Me:0.0074,Me0.0725,Me0.0059,2.63,1.7,0.520.37,0.520.37,(Bulgaria)
25,n=7,Q1: 0.0953,Q1: 0.0074,Q10.0477,Q1:0.0041,,,,,(Bulgaria)
26,,Q3:0.2746,Q3:0.0131,Q3: 0.0989,Q3:0.0085,,,,,
27,,0.511  0.164(#),0.069  0.072(#),0.212  0.048,0.021  0.008,,,,,
28,Tricholoma portentosum,Me0.5377,Me0.0420,Me0.2188,Me0.0188,2.41,3.24,1.20 ,1.050.07,Sirie et al.2017
29,n=9,Q1:0.4334,Q10.0366,Q1:0.1782,Q10.0172,2.41,3.24,0.04,1.050.07,(Croatia)
30,,Q30.6343,Q30.0591,Q30.2470,Q30.0235,,,,,
31,,0.373 0.359,0.029 0.030,0.174  0.188,0.025 0.036,,,0.38 ,0.13  0.06,
32,Xerocomus badius,(0.133-1.142),(0.007-0.093),(0.051-0.582),(0.005-0.037),,,0.19,0.13  0.06,"Malinowska et al.,2004)"
33,n=7,Me0.2595,Me:0.0190,Me0.0757,Me0.0074,2.14,1.15,1.4 ,,(Poland)
34,n=7,Q1:0.1431,Q1:0.0134,Q1:0.0712,Q1:0.0061,,,0.6,1.00.5,(Poland)
35,,Q3:0.3932,Q3:0.0269,Q3:0.1842,Q3:0.0234,,,0.6,,
36,n=48,0.478  0.358,0.054  0.053,0.280  0.246,0.038  0.048,2.05,1.81,,,
