,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Food group1,,n,,,Serving size,,Moisture(g),Wholegrain (g) per 100 g3,Wholegrain (g) per 100 g3,,Wholegrain (g) per serving4,Wholegrain (g) per serving4,
1,,,,,,,,per 100 g,,,,,,
2,,,,,,(mean),Standard,,MeanSD,Median,Ranges,MeanSD,Median,Ranges
3,"Breakfast Cereal, Hot Porridge Type","Breakfast Cereal, Hot Porridge Type",14,14,,36.6,30.0,7.2,74.5  8.8,73.0,60.0-96.0,22.7  3.3,21.9,18.0-29.9
4,"Breakfast Cereal,Hot Porridge Type,Made From Oats (Including","Breakfast Cereal,Hot Porridge Type,Made From Oats (Including",11,11,,36.6,30.0,7.8,71.66.1,73.0,60.0-80.0,21.51.8,21.9,18.0-24.0
5,,"plain,flavoured and added fruit varieties)",,,,,,,,,,,,
6,"Oats, rolled,mixed with added fibre and protein","Oats, rolled,mixed with added fibre and protein",,1,,40.0,30.0,7.6,80.0-,80.0,0.0,24.0,24.0,0.0
7,"Oats, rolled, mixed with sugar & flavours","Oats, rolled, mixed with sugar & flavours",,7,,36.9,30.0,7.6,72.2  5.1,73.0,64.0-78.0,21.7  1.5,21.9,19.223.4
8,"Oats, rolled, mixed with sugar, flavours & dried fruit","Oats, rolled, mixed with sugar, flavours & dried fruit",,,,35.0,30.0,10.2,67.3  6.7,69.0,60.073.0,20.2  2.0,20.7,18.0-21.9
9,,"Breakfast Cereal, Hot Porridge Type, Made From Other Grains (Including",,3,,46.7,32.0,10.2,85.3  9.7,83.0,77.0-96.0,27.3  3.6,28.8,23.1-29.9
10,"plain,flavoured and","plain,flavoured and",,,,,,,,,,,,
11,added fruit varieties),added fruit varieties),,,,,,,,,,,29.9,
12,"Brown Rice,rolled,added mixed with dried fruit","Brown Rice,rolled,added mixed with dried fruit",,1,,50.0,36.0,12.1,83.0-,83.0,0.0,29.9-,29.9,0.0
13,,"Breakfast cereal, hot porridge type, made with mixed grains (whole oats,",,1,,45.0,30.0,7.2,77.0-,77.0,0.0,23.1-,23.1,0.0
14,"rolled rye, oatmeal,","rolled rye, oatmeal,",,,,,,,,,,,,
15,,"rolled barley, added nuts, linseeds,sugar,vitamin e",,,,,,,,,,,,
16,"Breakfast cereal, hot porridge type, made with mixed grains","Breakfast cereal, hot porridge type, made with mixed grains",,1,,45.0,30.0,7.2,96.0-,96.0,0.0,28.8-,28.8,0.0
17,"(whole oats, rolled rye,","(whole oats, rolled rye,",,,,,,,,,,,,
18,"oatmeal, rolled barley), linseeds, vitamin e","oatmeal, rolled barley), linseeds, vitamin e",,,,,,,,,,,,
19,CEREAL-BASED PRODUCTS AND DISHES,CEREAL-BASED PRODUCTS AND DISHES,73,73,,23.0,32.3,4.2,62.9  23.0,69.0,9.0-100.0,20.6  8.5,19.9,2.2-35.0
20,Sweet Biscuits,Sweet Biscuits,11,11,,28.7,26.5,3.4,30.5  14.4,39.3,9.0-44.0,8.2  4.0,10.3,2.2-12.6
21,,"Sweet Biscuits, Plain Or Flavoured Including Short Bread Varieties",,4,,33.3,26.1,3.4,22.8  14.1,18.0,12.542.6,5.9  3.7,4.7,3.3-11.1
22,"Biscuit,sweet,mixed wholegrains,plain","Biscuit,sweet,mixed wholegrains,plain",,,,50.0,26.0,3.5,32.8  -,32.8,23.042.6,8.5  ,8.5,6.0-11.1
23,,,,,,,,,,,,,,
24,"Biscuit,sweet,oatmeal","Biscuit,sweet,oatmeal",,1,,18.2,27.0,3.5,12.5  -,12.5,0.0,3.4-,3.4,0.0
