,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Type of eggs,n,yolk vs albumen,yolk vs albumen,yolk vs shell membranes,yolk vs shell membranes,yolk vs shell,yolk vs shell,albumen vs shell membranes,albumen vs shell membranes,albumen vs shell,albumen vs shell,shell membranes vs shell,shell membranes vs shell
1,,,P values,ratio,P values,ratio,P values,ratio,P values,ratio,P values,ratio,P values,ratio
2,Turkey eggs,60,<0.001,6.6,<0.001,2.7,<0.001,12.6,<0.001,2.5,<0.001,1.9,ns,4.7
3,Goose eggs,48,<0.001,3.0,< 0.001,1.6,<0.001,5.4,<0.05,1.8,<0.001,1.8,ns,3.3
4,Free-range chicken,40,<0.001,7.3,<0.001,3.1,0.001,10.0,<0.001,2.4,0.001,1.4,ns,3.2
5,eggs,,,,,,,,,,,,,
6,Barn laid chicken eggs,40,<0.001,6.2,<0.001,2.5,0.001,8.5,<0.001,2.5,0.001,1.4,ns,3.4
7,Caged chicken eggs,64,<0.001,6.7,<0.001,3.2,<0.001,7.6,<0.05,2.1, 0.001,1.1,ns,2.4
8,Muscovy duck eggs,24,< 0.001,4.0,<0.001,2.2,<0.001,8.4,<0.001,1.9,<0.001,2.1,ns,3.9
9,Muscovy duck eggs,32,<0.001,3.6,<0.001,3.0,<0.001,5.9,ns,1.2,<0.05,1.6,<0.01,2.0
