,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Food,Weight of,,Sodium,,,Hedian Meansc(n,,Median Neansd(n,Phosphorus,Median Meansd(n,Magnesium,Magnesium,
1,"Yegetables,leafy",,,,,,,,,,,,,
2,"Spinach, fresh/",,,,,,,,,,,,,
3,1/2cup,90,18,26,2328,1301474528,1301474528,991012627,991012627,21,5(27,33.7 37.814.928,33.7 37.814.928,33.7 37.814.928
4,1/2cup,1a7,239,242,5228,28728270(28),28728270(28),1051203427,1051203427,33,5(27,57.255.69.528,57.255.69.528,57.255.69.528
5,Collards.fresh/,,,,5228,,,,,,,,,
6,1/2cup,95,14,151028,151028,21114228,21114228,134134+3927,134134+3927,28,9(27),20.119.25.1(28,20.119.25.1(28,20.119.25.1(28
7,"Lettuce, crisphead",,,,151028,,,,,,,,,
8,raw,80,,,,,,,,,,,,
9,"Cabbage,fresh",80,6,7,4(28,1131152428),1131152428),16,16427,15,327,5.8,6.0,1.628
10,boited-2/3cup,100,8,8,5(28,85,952828,32,31627,,3(27,7.3,7.51.928,7.51.928
11,Colesiaw w/dressing,120,474,4541428,4541428,194200+3528,194200+3528,46,46627,31,(27,14.9,4.62.028,4.62.028
12,1/2cup,118,702,699,96(28,1921893328,1921893328,43,45627,21,3(27,12.4,12.7+1.528,12.7+1.528
13,"Broccoli,fresh/",,,,,,,,,,,,,
14,2/3cup,104,14,15,6(28,136,1453728,35,727,46,461127,13.3,13.3,3.4(28
15,2/3cup,83,10,12,6(28,1141182728,1141182728,13,14227,25,5(27,7.5,7.7,1.528
16,"Asparagus,fresh",,,,,,,,,,,,,1.528
17,6 spears,90,1,2,128,147,1483628,17,17327,,827,8.9,8.8,1.7(28)
18,Ceery.raw2,,,67,21(28,,213 2184628,33,331027,19,19327,8.4,8.61.528,8.61.528
19,stalks 71/2long,80,63,67,21(28,213 2184628,213 2184628,33,331027,19,19327,8.4,8.61.528,8.61.528
20,Yegetables.beans/peas,,,,,,,,,,,,,
21,1/2 cup,as,,,0(28,3283516126,3283516126,40,41627,113,1172027,39.040.0,39.040.0,6.6(28)
22,1/2cup,86,1,1,1(28),267258128,267258128,21,21327,115,1151327,46.4,46.15.128,46.15.128
23,1/2cup,91,0,0,1(28,3163366528,3163366528,61,651627,122,1231727,44.445.16.028),44.445.16.028),44.445.16.028)
24,1/2 cup,92,0,2,6(28),34535667(28,34535667(28,34,35627),119,1201727,38.4 38.35.828,38.4 38.35.828,38.4 38.35.828
25,Pork and beans,,468,2,74(28),,,62,58827,118,11911(27,,,
26,carned-1/2cup,126,468,473,74(28),323214028,323214028,62,58827,118,11911(27,40.341.24.028,40.341.24.028,40.341.24.028
27,"l ima beans,immature",,,,74(28),,,,58827,,11911(27,,,
28,1/2cup,91,65,61,2528,2522637928),2522637928),26,27527,BB,661427,34.3 36.87.528,34.3 36.87.528,34.3 36.87.528
29,boiled1/2 cup,94,0,,(28),426,44010328,14,153(27,82,8212(27),37.7,37.58.928,37.58.928
30,boiled-i/2 cup,80,58,59,26(28,86,B51528,19,19427,62,8(27,16.4,16.72.928,16.72.928
31,1/2cup,85,197,1974028,1974028,97,961328,18,19327,56,5(27,15.2,16.42.228,16.42.228
32,"Carrot,raw",,,,,,,,,,,,,
33,71/21ong,72,46,48+,17(28,2252293828,2252293828,25,25327,,25427,8.4,8.4+2.228,8.4+2.228
34,1/2cup sl1ces,85,126,131,6020,136,1393028,16,16327,13,227,14.7,14.72.928,14.72.928
35,1/2 cup slices,,,,,,1391352828),14,16327,,,,,
36,Onionraw,58,13,14,11(28,1391352828),1391352828),14,15227,10,2(27,5.5,5.51.28,5.51.28
37,1/2 cup chopped,80,3,3,1(28,1191232828,1191232828,20,19+527,22,22427,7.8,8.21.128,8.21.128
38,"Sweetpotato  peel,",70,303292,303292,92(28,1091082528,1091082528,54,653827,$6,581127,13.113.31.928,13.113.31.928,13.113.31.928
39,2cameter,114,33,46,40(26),5415587828,5415587828,47,512027,66,6712273,30.9 32.36.428),30.9 32.36.428),30.9 32.36.428)
40,homemade -1/2 cup,100,161,164,77(28),378 37959(28),378 37959(28),38,401027,47,7(27,23.524.85.728,23.524.85.728,23.524.85.728
41,Potato w/ peel.,,,164,77(28),,378 37959(28),38,401027,47,7(27,,,23.524.85.728
42,15/6diameter,101,3,32,328,491,486728,13,134(27),62,6111(27,25.6,24.94.528,24.94.528
43,boiled,,,,,,,,,,,,,
44,2 1/2diameter,135,2,2,328,387 3857728,387 3857728,7,82(27),54,8(27,20.920.94.226,20.920.94.226,20.920.94.226
45,"Potatoes,mashed,",,,2,,,,,82(27),54,8(27,,,
46,from instant,,,,,,,,316(27,,,,,
47,1/2cup,100,21718712128,21718712128,21718712128,2322254628),2322254628),32,316(27,50,51827,14.915.03.028),14.915.03.028),14.915.03.028)
48,20 pieces,,,,,,,,,,992127,,,
49,20 pieces,100,25,331828,331828,44545610528,44545610528,13,13427,98,992127,27.427.65.028,27.427.65.028,27.427.65.028
50,Potato chips,122,288 26910128,288 26910128,288 26910128,361 3674828,361 3674828,59,6214(27},85,410(27),20.7,21.02.428,21.02.428
51,20 chips,40,19419,19419,2828,538 5317928,538 5317928,,10227,60,617(27,26.0 25.8 3.4(28),26.0 25.8 3.4(28),26.0 25.8 3.4(28)
52,"Yegetables,other",,,,,,,,,,,,,
53,23/Sdiameter,123,,4,228,2882874628,2882874628,12,123(27,30,28527),13.3,13.51.628),13.51.628)
54,1/2cup,120,185,172,65(27),2452327227,2452327227,35,3711(27,22,22427,13.1 13.02.228),13.1 13.02.228),13.1 13.02.228)
55,bottled-4fl ot,122,327,311,66(28,2782803528,2782803528,10,111(27,22,22327,13.313.41.428),13.313.41.428),13.313.41.428)
56,"Tomato sauce,canned",122,,,66(28,,,,111(27,22,22327,13.313.41.428),13.313.41.428),13.313.41.428)
57,bottled1/2 cup,122,6286438528,6286438528,6286438528,4044014628,4044014628,17,17227,31,32427,19.0 19.S1.928,19.0 19.S1.928,19.0 19.S1.928
