,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Seaweed species,,Hg,Pb,Cd,U,T1,Sb,Sn,Co.,Be,Mo,Se
1,p-value,,3.5E-19,2.7E03,5.9E-09,1.9E-03,1.8E-08,6.1E02,4.5E-06,2.7E05,2.9E-19,1.2E-17,1.9E-08
2,Laminaria (n = 16),Mean,49.8,3070,539,320,8.38,104,225,335,25.2,260,133
3,,SD,13.8,6910,300,95,3.5,58,300,100,12,78,60
4,,Median,51.5,978,421,296,8.34,83.9,94.2,346,26.3,253,119
5,,Min,28.5,163,234,229,4.02,32.5,14.5,173,6.54,135,66.5
6,,Max,68.7,28400,1220,567,13.5,207,947,510,49.0,385,260
7,Porphyra(n=54,Mean,17.7,188,2850,143,1.63,82.2,30.4,233,3.25,833,71.7
8,,SD,8.5,146,1400,270,2.4,59.7,48,80,2.4,200,27
9,,Median,18.1,146,3020,15.2,1.21,59.7,11.9,233,2.61,885,73.3
10,,Min,4.61,88.1,254,2.42,0.384,2.18,4.17,81.7,0.72,175,20.2
11,,Max,36.4,669,6800,1260,13.8,313,289,393,11.3,1090,129
12,Undaria(n=22,Mean,19.8,863,3670,324,6.73,60.0,57.6,342,14.6,346,111
13,,SD,8.6,360,1600,200,7.2,27,32,150,9.0,320,34
14,,Median,20.7,867,3670,397,3.08,60.0,64.3,333,13.4,142,120
15,,Min,6.65,141,901,15.1,1.23,27.3,9.15,217,1.86,71.6,54.6
16,,Max,32.1,1430,7330,540,21.4,106,100,911,41.4,941,169
