,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,,Purple-fleshed,,,Yellow-fleshed,,,White-fleshed,,
1,Peak No.,Compounds,,Abbreviation,,,,,,,,peel,inner
2,,,,,whole,peel,inner,whole,peel,inner,whole,peel,inner
3,31c,"3,4,5-tri-O-caffeoylquinic acid",,"3,4,5-triCQA",0.060.00,0.070.01,0.040.00,0.170.00,0.810.01,0.010.00,0.030.00,0.150.01,ND
4,32b,"3,4-di-O-feruloyl-5-O-caffeoylquinic acid","3,4-di-O-feruloyl-5-O-caffeoylquinic acid","3,4-",0.150.01,0.110.00,0.150.00,0.050.00,0.100.00,0.020.00,0.020.00,0.060.00,ND
5,,,,"diF,5CQA",,,,,,,,,
6,34b,"3-O-caffeoyl-4,5-di-O-feruloylquinic acid","3-O-caffeoyl-4,5-di-O-feruloylquinic acid","3C,4,5",0.180.01,0.300.00,0.150.01,0.040.00,0.120.01,0.010.00,0.020.00,0.050.00,ND
7,,,,diFQA,,,,,,,,,
8,,,,Sub total,6.520.19,10.810.28,5.470.10,2.530.02,6.400.14,0.410.00,1.480.08,3.420.05,0.240.01
9,,Hydroxybenzoyl-hydroxycinnamoyl derivatives,,,,,,,,,,,
10,14a,3-O-p-hydroxybenzoyl-5-O-caffeoylquinic acid,3-O-p-hydroxybenzoyl-5-O-caffeoylquinic acid,"3pHb,5CQA",0.570.03,1.740.02,0.290.02,ND,ND,ND,ND,ND,ND
11,17a,4-O-p-hydroxybenzoyl-5-O-caffeoylquinic acid,4-O-p-hydroxybenzoyl-5-O-caffeoylquinic acid,"4pHb,5CQA",1.770.08,4.910.13,1.650.09,ND,ND,ND,ND,ND,ND
12,28a,caffeoyl-feruloyl-p-hydroxybenzoylquinic acid,caffeoyl-feruloyl-p-hydroxybenzoylquinic acid,"C,F,pHbQA",0.040.00,0.250.01,0.020.00,ND,ND,ND,ND,ND,ND
13,,,,Sub total,2.380.11,6.900.16,1.960.11,ND,ND,ND,ND,ND,ND
14,,,Total,,115.98,147.01,83.78,73.03,211.03,12.72,70.50,97.06,26.26 0.37
15,,,,,1.07,1.07,1.13,0.36,0.44,0.06,0.87,0.76,
