,0,1,2,3,4,5,6,7,8
0,,,,Recoveries at specific spiking concentration (%SD),Recoveries at specific spiking concentration (%SD),Recoveries at specific spiking concentration (%SD),,,
1,Element,Emission wavelength,Coefficient of,1 mg kg-1,10 mg kg-1,100 mg kg~1,1000 mg kg-1,,RSD
2,,(nm),,spike,spike,spike,spike,(%),(%)
3,Mg,285.213,0.9982,-,-,-,88.6  5.3,88.6,6.7
4,Ca,393.366,0.9987,-,-,-,91.4  4.0,91.4,4.3
5,K,766.491,0.9988,,-,-,90.3  8.2,90.3,9.1
6,P,213.618,0.9972,-,-,-,75.2  6.1,75.2,8.1
7,B,249.772,0.9998,98.9  5.8,104  11,92.9  11,-,98.5,5.4
8,Na,589.592,0.9986,74.5  4.3,98.3  9.4,96.8  16,-,89.7,15
9,Cr,283.563,0.9984,93.0  5.8,99.5  7.9,108  4.8,,100,7.9
10,Mn,260.568,0.9980,85.1  3.9,86.4  6.5,81.9  5.5,-,84.5,2.7
11,Fe,259.940,0.9978,102  3.8,100  7.9,106  9.6,,103,3.0
12,Co,237.863,0.9992,83.4  4.8,83.4  5.9,88.4  7.5,,85.1,3.5
13,Ni,231.604,0.9984,103  6.3,99.9  2.1,82.8  9.6,,95.1,11
14,Cu,324.754,0.9986,92.9  6.6,105  10,99.9  4.3,,99.2,6.1
15,Zn,213.857,0.9978,96.6  5.5,98.9  3.2,91.0  7.8,,95.2,3.9
16,Mo,202.032,0.9986,85.6  7.3,98.0  6.7,91.6  13,,91.7,6.7
17,As,188.980,0.9994,74.9  8.7,74.8  10,90.7  19,,80.2,12
18,cd,226.502,0.9982,104  6.1,102  3.7,102  4.1,,103,1.1
19,Sb.,206.834,0.9992,84.5  3.8,97.3  5.8,93.5  4.4,,91.8,7.2
20,Ba,455.403,0.9998,80.2  7.0,94.4  10,91.6  16,-,88.7,8.4
21,Pb,220.353,0.9988,79.7  9.7,94.3  17,88.5  6.3,-,87.5,8.4
