,0,1,2,3,4,5,6,7,8
0,Sample,Energy,Total fat,Saturated fat,Carbohydrates,Sugars,Fiber,Protein,Salt
1,,(Kcal),(g),(g),(g),(g),g),(g),(g)
2,Cereal based,,,,,,,,
3,Cheese flavored corn snack,556,35.5,11.3,53.5,2.3,na,5.5,1.5
4,Corn strip,567,33,17,57,2.2,4.5,5,1.5
5,Corn cake,407,2.6,0.3,85.6,1,2,9.2,2.2
6,Corn chip,512,26.7,10.2,60.6,2.1,4.2,5.5,1.2
7,Spicy rolled corn snack,533,28,8.1,62,9,5.4,5.6,2.8
8,Puffcorn bars,467,17.4,2.2,71.1,1,na,6.6,2
9,Puffcorn,474,18.6,2.4,71,1.5,na,5.6,1.8
10,Corn snack cones,512,28,3.8,57.3,5.1,3.1,6.3,1.9
11,Polynesian corn flavored chip,497,25,3,58,3.3,6.9,6.1,1.9
12,Corn and onion chip,530,26.5,8.7,71.1,3.7,6,6.5,0.8
13,Ring shaped corn snack,530,24,11.1,71.1,0.5,na,5.7,3.7
14,Corn snack with barbecue flavor,543,32.2,14.7,54.9,4.8,4.6,6.1,1.5
15,Corn based snack,533,28,3.1,63,0.5,3.1,5,1.5
16,Cheese puff,518,27,3.8,59.2,6.3,1.2,5.1,2.1
17,Cheese and ketchup flavor snack,518,29.3,4.2,56.2,4.8,2.7,6,1.7
18,Sunflower seed stick,526,32,4.5,48,4,na,10,2.03
19,Cracker with puffed rice,393,9.5,1.4,74,2.2,2.5,1,1.3
20,Pretzel stick,473,5.9,0.8,71,3.4,4,12,4.5
21,Salty cracker,473,18,1.6,70,6,na,6.7,2
22,Salty cookie,508,26,9.9,62,9,na,6,2
23,Spicy and salty cookie,414,10,3.8,69,3.8,4,10,3
24,Salty cookie with sesame,.414,10,3.8,69,3.8,4,10,3
25,Brezel cracker,414,10,3.8,69,3.8,4,10,3
26,Brezel mini stick,414,10,3.8,69,3.8,4,10,3
27,Puff pastry sticks,503,27,18,49,3.5,na,14,1.8
28,Cheese leaf chip,473,23.7,6.4,49.4,0.9,3.7,13.5,3.7
29,Wheat tortilla,484,31,3.2,47,3.6,5.6,5.4,2.3
30,Cracker,460,18,8.6,65,3,3,8,2.3
31,Wheat rind,501,26.1,3.4,55.6,1,3.7,9,3.3
32,Cocktail snack*,466,23,2.5,56,2.5,na,3.6,2.2
33,Japanese snack**,418,7.5,1.9,78.5,4.9,na,8,1.4
34,Root or tuber based,,,,,,,,
35,Potato long chip,453,29,3,58.8,0.9,na,6.7,1.5
36,Potato based snack,453,17,2,69,0.4,3.3,5.1,2.3
37,Potato based snack with onion,506,32,3.5,51,3.1,2.7,4,1.5
38,Potato based triangles,478,22,2.5,66,0.5,3.1,3.6,2.5
39,Potato based snack with cheese,480,23.1,3.3,60.3,1.8,4.1,5.7,1.3
40,Others,,,,,,,,
41,Pork rinds,487,23,7.7,0.0,0.0,na,70,3.7
