,0,1,2,3,4,5,6,7,8,9
0,,,,Soaked,,,Cooked,,,
1,,,Total raw,Total soaked,Soluble,Dialyzed,Total cooked,Soluble,Soluble,Dialyzed
2,LENTIL,,,,,,,,,
3,Brand 1,Batch 1,11.01.0,4.50.5,1.50.1,0.400.18,1.50.3,0.72  0.43,0.72  0.43,0.59  0.24
4,,Batch 2,9.5 0.6,4.00.2,1.6  0.1,0.26  0.05,1.7  0.2,0.67  0.02,0.67  0.02,0.55  0.09
5,,Batch 3,10.02.0,4.7  0.8,1.3  0.0,0.340.10,0.980.18,0.79  0.08,0.79  0.08,0.50  0.04
6,Brand 2,Batch 1,112,5.1  0.7,1.5  0.1,0.550.06,1.5  0.1,1.1  0.1,1.1  0.1,0.38  0.05
7,,Batch 2,9.10.5,4.7  0.3,1.9  0.5,0.550.07,1.7  0.1,0.70  0.08,0.70  0.08,0.410.12
8,,Batch 3,10.1,4.3  0.6,1.6  0.1,0.47  0.07,2.5  0.1,1.10.2,1.10.2,0.51  0.08
9,Brand 3,Batch 1,6.3 0.1,3.0  0.1,1.70.2,0.38  0.38,2.30.3,0.750.07,0.750.07,0.47  0.06
10,,Batch 2,5.8 0.6,2.70.3,1.30.1,0.160.15,2.1 0.2,0.37  0.20,0.37  0.20,0.510.06
11,,Batch 3,8.6  1.0,3.6  0.4,1.1  0.0,0.36  0.05,2.00.1,0.94  0.32,0.94  0.32,0.51  0.07
12,Average value,,9.1  1.9,4.1  0.8,1.5  0.3,0.390.13,1.8  0.4,0.79  0.23,0.79  0.23,0.49  0.06
13,CHICKPEA,,,,,,,,,
14,Brand 1,Batch 1,101,4.5  0.3,2.3  0.0,0.22  0.07,3.4  0.3,0.58,0.43,0.47  0.09
15,,Batch 2,9.6  0.9,4.0  0.4,1.9  0.0,0.27  0.11,2.8  0.4,0.61,0.25, 0.08
16,,Batch 3,9.6  0.4,4.1  0.2,1.4  0.2,0.270.05,2.4  0.1,0.61,0.10,0.37  0.08
17,Brand 2,Batch 1,8.81.1,4.3  0.5,1.60.1,0.250.05,2.9  0.2,0.39  0.05,0.39  0.05,0.43  0.09
18,,Batch 2,7.60.6,3.80.3,1.70.2,0.400.07,2.8  0.5,0.68  0.09,0.68  0.09,0.33  0.02
19,,Batch 3,8.90.5,3.50.2,1.70.0,0.290.06,2.10.3,0.68  0.06,0.68  0.06,0.33  0.02
20,Brand 3,Batch 1,7.7  0.9,3.6  0.4,1.9  0.2,0.54  0.15,3.7  0.2,0.41  0.08,0.41  0.08,0.31 0.06
21,,Batch 2,6.2  0.4,2.4  1.1,1.9  0.4,0.290.10,3.4  0.1,0.360.10,0.360.10,0.27  0.04
22,,Batch 3,5.9  1.2,2.5  0.5,2.0  0.1,0.23  0.05,2.6  0.3,1.0  0.1,1.0  0.1,0.28  0.14
23,Average value,,8.3  1.5,3.6 0.7,1.80.3,0.310.10,2.9  0.5,0.590.20,0.590.20,0.360.07
24,BEAN,,,,,,,,,
25,Brand 1,Batch 1,8.1  1.2,3.6  0.5,1.8 0.1,0.35  0.13,2.0  0.4,0.74  0.23,0.74  0.23,0.38  0.09
26,,Batch 2,6.3  0.9,2.9  0.4,1.1  0.2,0.49  0.12,1.4  0.2,0.39  0.21,0.39  0.21,0.52  0.17
27,,Batch 3,9.9  0.5,4.8  0.3,2.5  0.3,0.44  0.16,0.57  0.08,0.47  0.02,0.47  0.02,0.33  0.07
28,Brand 2,Batch 1,5.7  1.0,2.8  0.4,1.7  0.3,0.31  0.04,2.3  0.1,0.480.30,0.480.30,0.53  0.07
29,,Batch 2,6.6  0.5,3.5  0.3,1.7  0.2,0.470.10,1.7  0.1,0.610.16,0.610.16,0.370.08
30,,Batch 3,6.9  0.5,3.20.2,1.7  0.1,0.39  0.03,1.7  0.3,1.0 0.0,1.0 0.0,0.740.08
31,Brand 3,Batch 1,6.6  0.6,3.3  0.3,1.6  0.2,0.08  0.02,2.6  0.2,0.87  0.08,0.87  0.08,0.510.10
32,,Batch 2,5.50.4,2.5  0.2,1.7  0.1,0.100.02,1.9  0.3,0.970.67,0.970.67,0.37  0.06
33,,Batch 3,6.8  0.3,3.3  0.2,1.9  0.3,0.28 0.13,1.9  0.2,0.70  0.25,0.70  0.25,0.33  0.03
34,Average value,,6.9  1.3,3.3 0.7,1.80.4,0.320.15,1.80.6,0.69  0.22,0.69  0.22,0.45 0.14
