,0,1,2,3
0,Family,Species,Scientific,English vernacular
1,,,Synonyms,
2,Aloaceae,Aloe secundiflora Engl,0,Aloe
3,Amaranthaceae,Achyranthes aspera L.,19,Devil's horsewhip
4,Anacardiaceae,Mangifera indica L.,2,Mango
5,Asclepiadaceae,Angolluma sprengeri (N.E.Br.)Plowes,2,None found
6,Asclepiadaceae,Calotropis procera (Aiton)R.Br.,1,"Sodom apple,dead sea apple, apple of"
7,,,,"sodom, poumpoumsse"
8,Bignoniaceae,Kigelia africana (Lam.)Benth,21,Sausage tree
9,Bombacaceae,Adansonia digitata L.,5,Baobab
10,Cactaceae,Opuntia ficus-indica (LMill,14,Prickly pear
11,Cruciferae,Brassica integrifolia (West)Rupr.,2,Texsel greens
12,Cruciferae,Erucastrum arabicum Fisch.& C.A.Mey,1,Ethiopian kale
13,Cruciferae,Lepidium sativum L.,1,Pepper grass
14,Leguminosae-,Senna occidentalisi (L.Link.,12,"Coffee senna, styptic weed, stinkweed."
15,Caesalpinioideae,,,"Nigerian Senna, stinking pea."
16,Leguminosae-,Tamarindus indica L.,3,Tamarind
17,Caesalpinioideae,,,
18,Moringaceae,Moringa oleifera Lam,10,"Horseradish tree,drumstick tree"
19,Moringaceae,Moringa stenopetala (Baker f.)Cufod,3,Cabbage tree
20,Portulacaceae,Portulaca oleracea L.,2,"Pigweed, purslane."
21,Rhamnaceae,Berchemia discolor (KlotzschHemsl,2,Wild almond
22,Rhamnaceae,Ziziphus mucronata Willd,0,Buffalo thorn
23,Rhamnaceae,Ziziphus spina-christi (L.)Desf.,1,Christ's thorn
24,Solanaceae,Solanum nigrum L.,2,Black nightshade
25,Totals,20,103,28
26,Total number of names used for searching,Total number of names used for searching,,151
