,0,1,2,3,4,5,6
0,,El Toyo,Los Muertos,Calblanque,Roche (field conditions),Roche (optimal conditions),RDA1
1,Histidine,2.0  0.1a,2.0  0.1a,2.2  0.1b,2.1  0.2ab,3.2  0.2c,1.5
2,Threonine,5.3  0.2a,5.3  0.2a,5.4  0.2a,5.7  0.3a,5.5  0.0a,2.3
3,Tyrosine,3.7  0.2a,3.9  0.2ab,4.1  0.1c,4.0  0.2bc,3.8  0.2ab,3.8*
4,Valine,7.3  3.7a,5.8  0.6a,5.3  0.4a,5.5  1.0a,6.2  0.1a,3.9
5,Methionine,0.8  0.4a,1.1  0.3a,1.5  0.3b,1.6  0.3b,1.5  0.2b,2.2**
6,Cysteine,0.5  0.1a,0.5  0.1a,1.0  0.1b,0.6  0.0c,0.6  0.2ac,2.2**
7,Isoleucine,4.1  0.5a,4.4  0.7ab,4.5  0.4ab,4.2  0.8a,5.2  0.1b,3.0
8,Tryptophan,0.8  0.2a,1.0  0.3ab,0.9  0.2ab,1.3  0.4b,0.9  0.0ab,0.6
9,Leucine,9.1  0.4a,9.3  0.4a,9.5  0.2a,9.5  0.4a,9.7  0.1a,5.9
10,Phenylalanine,5.5  0.3a,5.7  0.3a,5.6  0.2a,5.7  0.2a,6.2  0.3b,3.8*
11,Lysine,6.6  0.4a,6.6  0.4a,7.1  0.2b,7.1  0.3ab,7.1  0.1b,4.5
12,Essential amino acids (%),41.5  3.9ab,41.2  2.1b,42.1  1.3b,42.7  1.8b,45.6  0.2a,
