,0,1,2,3,4
0,Grape genotypes,Total phenolics,Total flavonols,Procyanidin monomers,Antiradical activities
1,,mggGAE,(mgg-1 QE),(mgg-CE,(mmolg-TE)
2,Ebizuru,8.8bc0.1,1.3a0.1,8.8ef0.1,92.2b2.7
3,Ryukyuganebu,3.6a0.2,1.0a0.1,3.3a0.1,20.4a1.9
4,Shiohitashibudou,13.6cd0.4,5.5a0.2,7.4cde0.1,21.1a2.5
5,Shiragabudou,16.5d0.9,1.4a0.1,6.4bcd0.1,34.3a2.8
6,Yamabudou,5.7ab.11,0.8a0.1,5.0b0.1,42.9a1.4
7,Kadainou R-1,8.7bc0.4,0.9a0.1,7.8def0.2,16.8a2.0
8,Progenya,8.7abc0.3,0.7a0.1,6.1bc0.3,28.3a3.4
9,Bailey Alicante A,17.9d1.8,0.9a0.1,9.4f0.3,22.1a2.4
10,Muscat of Alexandria,54.9e2.3,1.0a0.1,16.1g0.9,51.0ab4.7
