,0,1,2,3,4,5,6,7,8
0,,,HQEFA,,,,,,
1,,,P. serratus,,,,,P.varians,
2,Element,RfD,Vila do Conde,Matosinhos,Aveiro,Ria de Aveiro,Figueira da Foz,Wild Sado,Aquaculture Sado
3,Cd,0.001,0.00004,0.00004,0.00004,0.00004,0.00006,0.00002,0.00004
4,Pb,0.004,0.00005,0.0001,0.00002,0.00009,0.00003,0.0001,0.0001
5,As,0.0003,0.03,0.03,0.03,0.02,0.03,0.01,0.01
6,Al,0.0004,0.05,0.1,0.009,0.08,0.1,1.7,1.6
7,Ag,0.005,0.0003,0.0003,0.0003,0.0002,0.0003,0.00009,0.0001
8,Sr,0.6,0.0002,0.0002,0.0002,0.0003,0.0002,0.0005,0.0006
9,v,0.009,0.0001,0.0001,0.0002,0.0001,0.00007,0.0003,0.0003
10,Sb,0.0004,0.0001,0.0001,0.0001,0.0002,0.0001,0.00007,0.00006
11,Ba,0.2,0.000004,0.000004,0.000002,0.000003,0.000007,0.00002,0.00001
