,0,1,2,3,4,5,6,7,8
0,Species,Cultivar,DM(g/100 g),g/100 g DM,,,,,
1,,,,TF,cva,IF,Cva,SF,Cva
2,Wheat,BR 23,87.27,15.14 b,8.10,13.08 a,4.73,2.06 ab,63.58
3,,CEP 24,88.17,13.41 c,3.34,12.13 b,2.95,1.28 b,63.58
4,,EMBRAPA 16,87.41,15.16 b,5.26,12.80 ab,2.16,2.37 ab,42.21
5,,EMBRAPA 48,87.79,14.18 bc,3.84,12.33 ab,1.89,1.85 b,38.36
6,,EMBRAPA 49,87.73,16.61 a,1.03,13.02 a,3.50,3.59 a,7.98
7,,Average,,14.90 C,4.31,12.67 BC,3.05,2.23 BC,43.14
8,Oats,UFRGS 14,87.50,11.10 e,2.77,7.67 e,18.14,3.43 d,31.96
9,,UFRGS15,86.77,14.59 d,10.64,9.24 d,6.87,2.26 d,28.11
10,,UFRGS 17,87.40,11.09 e,3.30,8.19 e,14.48,2.91 d,33.49
11,,Average,,11.51 D,6.57,8.64 D,13.40,2.87 AB,31.19
12,Triticale,BR 4,87.65,14.21 f,4.25,12.61 f,1.38,1.59 f,47.26
13,,EMBRAPA 17,87.60,12.86 g,0.49,11.69 g,1.20,1.17 f,7.59
14,,EMBRAPA 18,87.91,14.79 f,3.23,12.89 f,1.70,1.90 f,15.10
15,,Average,,13.95 C,2.66,12.40 BC,1.43,1.55 CD,23.32
16,Barley,BR 2,88.94,17.41 h,3.41,12.93 i,2.92,4.48 h,7.74
17,,EMBRAPA 43,88.28,17.75 h,3.70,13.77 h,2.34,3.98 h,16.93
18,,PFC 9205,88.47,17.79 h,2.58,13.82 h,2.10,3.96 h,16.93
19,,Average,,17.65 B,3.23,13.51 AB,2.45,4.14 A,13.87
20,Rye,BR 1,88.35,20.53,1.89,16.01,1.35,4.52,5.26
21,,Average,,20.53 A,1.89,16.01 A,1.35,4.52,5.26
22,Corn,BR 351,95.12,12.82 j,6.23,11.53 j,5.97,1.29 j,55.46
23,,BR 5202 Pampa,95.50,13.10j,6.38,11.86 j,6.01,1.71 j,76.32
24,,Average,,13.07 CD,7.30,11.57 BC,3.77,1.50 CD,65.89
25,Sorghum,A 9904,87.90,12.92 1,2.78,13.141,2.66,0.19 m,108.02
26,,BR 300,87.76,9.99 m,16.00,8.82 m,58.67,1.171,20.03
27,,Average,,11.45 D,9.39,10.98 C,30.66,0.49 D,64.02
