,0,1,2,3,4,5,6,7,8,9,10
0,Herbal teas (Intake),Herbal teas (Intake),Metallic and metalloid elements,Metallic and metalloid elements,,,, Mineral contents2,,,
1,,,As,Cd,Cr,Hg,Pb,Cu,Fe,Mn,Zn
2,Mint,Mint,EDI0.80,EWI1.58,EDI:13.10,EWI:0.79,EWI:44.3,EDI:63.7,EDI:6141,EDI567,EDI:188
3,,Mentha piperita,BMDLo:1.03 0.25a,PTWI:0.008,TDI:0.002,PTWI:0.0003,PTWI0.003,PMTDI0.037,TDI:0.128,TDI:0.289,TDI0.235
4,,5.4 g/day),,0.01,RDA: 0.87,0.001a,BMDL:0.016,RDA:0.702,RDA:0.877,RDA:0.347,RDA: 0.685
5,,,,,0.190a,,0.008a,UL: 0.224,UL:0.136,UL:0.094,UL0.169
6,,,,,,,,0.374a,0.383a,0.094a,0.212a
7,Thyme,Thyme,EDI:1.06,EWI9.13,EDI:11.7,EWI1.54,EWI:40.1,EDI: 37.7,EDI:3166,EDI:592,EDI:165
8,,Thymus vulgaris,BMDLo1: 1.36,PTWI:0.04,TDI0.001,PTWI: 0.0005,PTWI: 0.003,PMTDI0.021,TDI: 0.066,TDI 0.302,TDI: 0.205
9,,4.5 g/day),0.33a,0.06a,RDA:0.77,0.002a,BMDLo:0.015,RDA:0.414,RDA: 0.452,RDA:0.363,RDA:0.596
10,,,,,0.17a,,0.008a,UL0.132,UL0.070,UL0.099,UL0.147
11,,,,,,,,0.220a,0.198a,0.099a,0.185a
12,Sage,,EDI: 1.34,EWI0.59,EDI:9.10,EWI:0.22,EWI: 47.2,EDI: 26.5,EDI: 4203,EDI172,EDI: 89.3
13,,Salvia officinalis,BMDLo:1.72,PTWI:0.003,TDI:0.001,PTWI0.00007,PTWI0.003,PMTDI:0.016,TDI0.087,TDI: 0.088,TDI0.111
14,,(4.5 g/day),0.42a,0.004a,RDA:0.602,0.0003a,BMDLo:0.018,RDA:0.291,RDA:0.600,RDA:0.105,RDA: 0.323
15,,,,,0.131a,,0.009a,UL0.093,UL:0.093,UL0.029,UL0.079
16,,,,,,,,0.155a,0.262a,0.029a,0.099a
17,Chamomile,Chamomile,EDI0.64,EWI:10.5,EDI12.9,EWI0.11,EWI29.6,EDI84.1,EDI:4283,EDI:537,EDI250
18,,Matricaria chamomilla,BMDLo1: 0.82 0.20a,PTWI0.052,TDI: 0.002,PTWI: 0.00004,PTWI: 0.002,PMTDI0.049,TDI: 0.089,TDI 0.274,TDI0.312
19,,(8g/day,,0.07a,RDA:0.85,0.0001a,BMDL10:0.011,RDA0.926,RDA:0.611,RDA0.328,RDA:0.906
20,,,,,0.186a,,0.006a,UL0.296,UL0.095,UL0.089,UL0.224
21,,,,,,,,0.493 a,0.265a,0.089a,0.280a
22,Lime Flower,Lime Flower,EDI: 0.94,EWI:3.02,EDI:14.5,EWI: 1.43,EWI:70.2,EDI: 56.9,EDI: 3065,EDI: 568,EDI:134
23,,Tilia sp.,BMDLor:1.21,PTWI: 0.01,TDI0.002,PTWI:0.00005,PTWI0.005,PMTDI:0.033,TDI:0.064,TDI0.290,TDI0.167
24,,6g/day,0.29a,0.02a,RDA: 0.96,0.002a,BMDLo:0.026,RDA:0.626,RDA:0.438,RDA0.348,RDA: 0.488
25,,,,,0.210a,,0.013a,UL0.201,UL:0.068,UL0.095,UL0.122
26,,,,,,,,0.333a,0.191a,0.095a,0.151
27,Valerian,Valerian,EDI:0.68,EWI1.01,EDI: 9.36,EWI0.44,EWI30.8,EDI:12.2,EDI:1692,EDI175,EDI152
28,,Valeriana officinalis,BMDLo1:0.87,PTWI: 0.005,TDI: 0.001,PTWI0.0001,PTWI: 0.002,PMTDI0.007,TDI: 0.035,TDI0.089,TDI0.190
29,,4.5 g/day,0.21a,0.006a,RDA: 0.62,0.0006a,BMDLo:0.011,RDA:0.134,RDA:0.241,RDA:0.107,RDA: 0.549
30,,,,,0.135a,,0.006a,UL0.042,UL0.037,UL0.029,UL0.135
31,,,,,,,,0.070a,0.106a,0.029a,0.169a
32,Field Horsetail,Field Horsetail,EDI1.39,EWI:1.32,EDI6.72,EWI: 0.22,EWI18.5,EDI29.0,EDI:2012,EDI192,EDI128
33,,Equisetum arvense,BMDLo:1.79,PTWI:0.006,TDI0.0009,PTWI0.00007,PTWI0.001,PMTDI0.017,TDI0.042,TDI:0.097,TDI:0.160
