,0,1,2,3
0,Fatty acid,A,B,c
1,14:0,3.40,2.04,2.37
2,14:1,1.63,0.87,2.59
3,16:0,28.84,21.80,18.37
4,16:1,6.73,4.88,2.56
5,17:0,,1.56,1.88
6,17:1,,1.42,1.95
7,18:0,13.96,12.44,12.8
8,18:1,45.07,40.68,25.79
9,18:2,2.13,4.32,11.17
10,18:3,1.42,1.28,2.06
11,18:4,,2.70,0.84
12,20:4,1.06,2.70,3.28
13,20:5,,tr.,1.89
14,22:1,,,2.60
15,22:4,,,1.41
16,22:5,,0.26,1.06
17,22:6,,0.79,1.31
18,Total SFA,46.21,38.42,35.42
19,Total MUFA,53.44,48.33,35.49
20,Total PUFA,4.61,10.66,23.02
21,S:M:P,1:1.2:0.1,1:1.2:0.3,1:1:0.6
