,0,1,2
0,,,"Dasaram,B., Manikyamba, C.,2018. Rapid determination of REEs,PGEs, and othe"
1,"Augusto, A.D., Speranca,M.A., Andrade, D.F., Pereira, E., 2017. Nutrient and con-",,trace elements in geological and environmental materials by high resolution in-
2,taminant quantification in solid and liquid food samples using Laser-ablation in-,,"ductively coupled plasma mass spectrometry.Atom. Spectrosc.39,1-15."
3,ductively coupled plasma-mass spectrometry (LA-ICP-MS): discussion of calibration,ductively coupled plasma-mass spectrometry (LA-ICP-MS): discussion of calibration,"Song,X.J.,Duan,T.C., Guo,P.R.,Chen,H.T.,2006.Determination of Nb and Ta in Nb/T"
4,"strategies.Food Anal.Methods 10,1515-1522.","strategies.Food Anal.Methods 10,1515-1522.",minerals by inductively coupled plasmas optical emission spectrometry using slurr
5,"Cakmak, I., Kalayci, M., Kaya,Y.,Torun,A.A., Aydin, N., Wang, Y., Arusit, Z., Erdem, H.",,"sample introduction. Microchem.J.84,22-25."
6,"Yazici,A.Gokmen,O.,Ozturk,L.,Horst,W.J.,2010.Bioforification and localization",,"Souza, S.O., Pereira, T.R.S., Avila, D.V.L., Paixao, L.B., Soares, S.A.R., Queiroz, A.F.S."
7,"of zinc in wheat grain.J.Agric.Food Chem.58, 9092-9102.","of zinc in wheat grain.J.Agric.Food Chem.58, 9092-9102.","Pessoa, A.G.G., Korn, M.D.A., Maranhao, T.A., Araujo, R.G.O., 2020. Optimization "
8,"Cao, H., Qiao, L., Zhang, H., Chen, J., 2010. Exposure and risk assessment for aluminium",,sample preparation procedures for evaluation of the mineral composition of fish feec
9,"and heavy metals in Puerh tea. Sci. Total Environ.408,2777-2784.","and heavy metals in Puerh tea. Sci. Total Environ.408,2777-2784.","using ICP-based methods.Food Chem.273 (SI,106-114."
10,"Ebdon,L.,Foulks,M.E.,Parry, H.G.M.,Tye,C.T.,1988.Direct atomic spectrometric","Ebdon,L.,Foulks,M.E.,Parry, H.G.M.,Tye,C.T.,1988.Direct atomic spectrometric","Squadrone,S.,BrizioP.,Stella,C., Mantia,M.,Battuello,M.,Nurra,N.,Sartor, R.M."
