,0,1,2,3
0,,Main effects,,Interaction effect
1,,Location,Stewing time,Location  Stewing time
2,Fatty acid compositions,,,
3,C14:0,0.314,0.005,0.013
4,C15:0,0.002,<0.001,<0.001
5,C16:0,0.061,0.211,0.979
6,C16:1,<0.001,<0.001,0.627
7,C17:0,0.049,0.025,0.48
8,C17:1,0.046,0.88,0.012
9,C18:0,0.029,<0.001,0.952
10,C181n9t,0.024,0.005,0.001
11,C18:1n9c,0.166,0.057,0.802
12,C18:2n6c,<0.001,<0.001,<0.001
13,C18:3n6,<0.001,0.322,0.242
14,C18:3n3,<0.001,0.77,0.861
15,C20:1,<0.001,0.256,0.033
16,C20:2,0.001,0.431,0.514
17,C20:3n6,<0.001,0.541,0.366
18,C20:3n3,0.046,0.634,0.041
19,C22:0,<0.001,<0.001,<0.001
20,C22:1n9,<0.001,0.001,<0.001
21,C22:6n3,<0.001,<0.001,<0.001
22,C23:0,<0.001,0.001,<0.001
23,C24:1,<0.001,<0.001,<0.001
24,SFA,0.008,<0.001,1
25,UFA,0.003,<0.001,0.989
26,MUFA,0.001,0.007,0.562
27,PUFA,<0.001,<0.001,<0.001
28,UFA/SFA,0.007,<0.001,0.999
29,Textural properties,,,
30,Hardness,<0.001,<0.001,<0.001
31,Springiness,<0.001,<0.001,0.004
32,Cohesiveness,<0.001,<0.001,0.331
33,Chewiness,<0.001,<0.001,<0.001
