,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Matrix,LODa/LOQb (g/kg),LODa/LOQb (g/kg),,,Recovery (%),,,,Precision (%RSD),Precision (%RSD),,,Reference
1,,AFB1,AFB2,AFG1,AFG2,AFB1,AFB2,AFG1,AFG2,AFB1,AFB2,AFG1,AFG2,
2,Nuts,,,,,,,,,,,,,
3,Groundnuts,0.10/,0.10/,0.11/,0.11/,88.5-89.1,91.2-95.7,87.8-87.9,96.7-97.5,3.80-5.32,3.26-6.18,2.30-2.74,3.84-4.39,"Hepsag et al.,2014"
4,,0.11,0.11,0.12,0.14,,,,,,,,,
5,Pistachios,0.09/,0.07/,0.08/,0.08/,89.3-93.2,94.3-95.6,91.2-91.6,93.1-94.7,3.6-5.9,0.93.4,3.8-4.7,2.5-4.4,Unpublished data
6,,0.30,0.24,0.29,0.27,,,,,,,,,
7,Hazelnuts,0.07/,0.06/,0.08/,0.06/,88.6-91.5,90.4-94.2,89.889.6,94.0-93.6,3.6-4.8,2.23.5,5.5-7.4,4.6-5.3,"Kabak,2016"
8,,0.24,0.21,0.27,0.22,,,,,,,,,
9,Almonds,0.06/,0.05/,0.07/,0.06/,90.4,92.9,88.4,91.2,5.8,3.4,2.8,3.9,"Kanik and Kabak,"
10,,0.21,0.18,0.23,0.20,,,,,,,,,2019
11,Walnuts,0.02/,0.01/,0.03/,0.01/,95.796.4,93.6-93.8,94.6-95.4,91.3-91.9,3.4-4.1,2.93.6,1.9-3.0,4.9-5.2,"Kabak,2014"
12,,0.07,0.04,0.09,0.05,,,,,,,,,
13,Dried fruits,,,,,,,,,,,,,
14,Dried figs,0.07/,0.07/,0.09/,0.07/,86.192.4,91.392.7,87.689.1,89.9-90.6,5.4-5.8,2.93.1,5.55.7,4.3-4.6,"Kabak,2016"
15,,0.25,0.23,0.30,0.25,,,,,,,,,
16,Spices,,,,,,,,,,,,,
17,Chilli,0.05/,0.04/,0.05/,0.04/,87.589.7,82.685.1,84.8-87.4,80.7-82.6,7.5-11.6,7.412.4,9.5-12.2,8.6-14.4,"Ozbey and Kabak,"
18,,0.16,0.14,0.18,0.14,,,,,,,,,2012;Golge et al.
19,,,,,,,,,,,,,,2013
20,Black pepper,0.04/,0.04/,0.05/,0.04/,90.893.5,88.4-88.7,90.6-91.4,84.3-86.0,7.8-10.4,9.4-10.8,10.7-11.5,11.4-12.5,"Ozbey and Kabak,"
21,,0.15,0.14,0.16,0.14,,,,,,,,,2012
22,Cumin,0.04/,0.04/,0.04/,0.03/,94.8-95.3,90.7-91.6,92.8-92.9,90.3-91.7,7.08.6,7.58.8,6.3-8.4,7.89.2,"Ozbey and Kabak,"
23,,0.13,0.12,0.14,0.11,,,,,,,,,2012
24,Cinnamon,0.04/,0.04/,0.05/,0.04/,93.995.2,91.7-92.3,91.5-92.2,91.3-91.8,5.7-8.4,6.5-8.4,7.1-7.3,7.4-8.3,"Ozbey and Kabak,"
25,,0.15,0.13,0.16,0.13,,,,,,,,,2012
26,Cereals and,,,,,,,,,,,,,
27,cereal,,,,,,,,,,,,,
28,products,,,,,,,,,,,,,
29,Wheat,0.09/,0.08/,0.09/,0.08/,87.390.8,89.2-89.6,88.4-91.3,90.0-90.4,6.97.5,4.24.4,5.3-8.7,2.76.2,Unpublished data
30,,0.31,0.27,0.30,0.26,,,,,,,,,
31,Wheat bread,0.09/,0.08/,0.09/,0.08/,88.0-88.3,87.4-90.1,89.1-90.7,86.5-87.8,3.85.4,3.66.0,2.1-3.9,4.2-4.5,Unpublished data
32,,0.31,0.27,0.30,0.26,,,,,,,,,
33,Wheat flour,0.03/,0.01/,0.03/,0.02/,93.1-94.6,86.3-87.9,91.293.6,85.5-85.8,3.7-4.6,6.66.9,2.4-4.1,1.9-4.4,"Kara et al.,2015"
34,,0.09,0.05,0.09,0.07,,,,,,,,,
35,Maize,0.08/,0.07/,0.08/,0.07/,88.5-92.1,90.8-92.6,86.3-90.7,88.9-89.4,3.8-5.3,4.1-4.5,2.9-6.7,4.8-5.0,Unpublished data
36,,0.27,0.25,0.28,0.24,,,,,,,,,
37,Maize flour,,,,,92.4-94.3,86.9-88.4,90.8-93.1,83.9-85.3,4.2-5.3,4.8-8.5,2.6-5.3,4.4-6.2,"Kara et al.,2015"
38,Rice flour,,,,,93.8-94.4,87.3-88.7,91.7-92.9,86.1-86.4,3.5-5.6,2.23.6,4.96.4,3.4-7.7,"Kara et al.,2015"
39,Cereal-based,0.03/,0.02/,0.05/,0.03/,89.9-90.7,86.188.2,88.6-90.3,83.9-86.3,3.85.8,5.88.6,3.6-4.4,5.6-5.9,"Kabak,2012"
40,snacks,0.11,0.07,0.15,0.10,,,,,,,,,
41,Chocolate,,,,,,,,,,,,,
42,products,,,,,,,,,,,,,
43,Chocolate,0.08/,0.06/,0.08/,0.07/,88.5-91.3,86.8-87.9,81.2-82.6,86.1-86.5,3.92-7.17,4.24.7,5.26.3,4.76.1,"Kabak,2019"
44,,0.27,0.21,0.28,0.24,,,,,,,,,
