,0,1,2,3,4
0,Sample,Endogenous AA concentration(mg/100ga,AA spike level (%)b,Percent of AA recovereda,Acceptable percent recovery
1,Orange juice III,"37.5 (0.6, 1.6%, 2)",20,"101.5 (0.7, 0.7%, 2)",85-110
2,,,50,"102.8 (1.2a, 1.2%, 2)",
3,,,100,"102.8 (1.2a, 1.2%, 2)",
4,"Cauliflower, raw","59.4 (1.2, 2.0%, 2)",85,"99.1 (0.6, 0.6%, 2)",85-110
5,"Broccoli, raw","113.2 (1.5,1.3%, 3)",50,"99.3 (0.4, 0.4%, 3)",90-108
6,,,100,"97.7 (1.5, 1.6%, 3)",
7,"Pineapple, raw","71.7 (0.1, 0.2, 3)",33,"97.2 (0.8, 0.9%, 3)",85-110
8,,,66,"97.0 (0.8, 0.8%, 3)",
9,"Parsley, dried","500 (1.7, 0.3%, 3)",50,"99.1 (0.7, 0.7%, 3)",90-108
10,,,100,"99.1 (0.7, 0.7%, 3)",
11,Yellow plantainsfried,"5.9 (0.03, 0.5%, 3)",80,"101.4 (1.0, 0.9%, 2)",80-115
12,,,160,"101.2 (0.3, 0.2%, 3)",
