,0,1,2,3,4,5,6,7,8
0,Food,Zn,cu,Mn,Ca,P,Mg,Na,K
1,Cereal,,,,,,,,
2,"Maize, dried",2.62,0.27,0.47,NA,NA,NA,NA,NA
3,Pit pit,1.18,0.19,0.50,5,109,56,7,599
4,Roots,,,,,,,,
5,Taro,0.58,0.24,0.21,17,65,36,5,410
6,Yams,0.25,0.14,0.03,5,53,22,6,572
7,Yam (mami),0.48,0.25,0.06,8,39,32,1,315
8,Sweet potato,0.30,0.18,0.13,30,57,24,46,443
9,Vegetables,,,,,,,,
10,Aupa,0.69,0.10,0.97,NA,NA,NA,NA,NA
11,Tulip,0.95,0.16,3.92,144,121,80,10,642
12,Aibika,1.31,0.20,1.51,260,55,156,10,447
13,Pumpkin tips,0.65,0.16,0.33,NA,NA,NA,NA,NA
14,Miscellaneous,,,,,,,,
15,Sago,0.08,0.01,0.58,9,7,8,Tr,16
16,Sago pancakes 0.06,Sago pancakes 0.06,0.01,0.64,8,8,6,Tr,23
17,Sago grubs,4.90,2.10,0.55,18,96,29,13,304
18,Fruits,,,,,,,,
19,Banana,0.25,0.13,0.15,7,27,36,3,423
20,Guavas,0.21,0.12,0.10,17,36,27,4,343
21,Bread fruit,,,,,,,,
22,seeds,0.36,0.23,0.12,44,136,/1,4,527
23,Coconut,0.45,0.24,0.25,5,55,33,Tr,335
24,Kwambi figs,0.28,0.07,0.13,NA,NA,NA,NA,NA
