,0,1,2,3,4
0,Foodgroups,Regurar,,Lowsalto,"No added salt,"
1,and types,,salt-reduced,salt-reduced,unsalted or salt-free
2,,Kraft,,,
3,,PDF,,,
4,,Sanitarium,,,
5,Snackfoods,,,,
6,Cashews,Eta,Planters,Planters,Farmland
7,,Farmland,,,
8,,Nobbys,,,
9,,No Frills,,,
10,,Planters,,,
11,,Sanitarium,,,
12,Peanuts,Coles Plain Wrap,Planters,Planters,Farmland
13,,Daffodil,,,
14,,Eta,,,
15,,Farmland,,,
16,,Nobbys,,,
17,,No Frills,,,
18,,PDF,,,
19,,Planters,,,
20,Potato chips,Arnotts Ruffles,Arnotts Thins,Arnotts Thins,Farmland Wrinkles
21,,Farmland Wrinkles,Smiths Lites,Smiths Lites,
22,,No Frills,,,
23,Soups,,,,
24,"Chicken,canned",Campbells,Rosella,Rosella,Heinz
25,concentrates,Heiruz,,,
26,,Kia-Ora,,,
27,,PMU,,,
28,"Chicken,packet",Continental,Continental,Continental,
29,mix,Maggi,Trim,,
30,,Coles Plain Wrap,So Slim,So Slim,
31,,Continental,,,
32,,No Frills,,,
33,,Weight Watchers,,,
34,"Chicken noodle,",Anchor,Continental,Continental,
35,packet mix,Coles Plain Wrap,,,
36,,Continental,,,
37,,Fabulous,,,
38,,Farmland,,,
39,,Maggi,,,
40,,No Frills,,,
41,cup mix,Continental,Trim,,
42,,No Frills,,,
43,Tomato carned,Campbells,Rosella,Rosella,Heinz
44,concentrates,Coles Plain Wrap,,,
45,,Fabulous,,,
46,,Farmland,,,
47,,Heinz,,,
48,,Kia-Ora,,,
49,,No Frills,,,
50,,PMU,,,
51,Mushroom packet mix,Continental,Continental,Continental,
52,Canned vegetables and tomato products,Canned vegetables and tomato products,,,
53,"Peas,canned",Coles Plain Wrap,,,Farmland
54,,Edgell,,,
55,,Fabulous,,,
56,,Farmland,,,
57,,Golden Circle,,,
