,0,1,2,3,4,5,6,7
0,Cultivar,Desiccant,,C*,h*,,C*,h*
1,,,Skin,,,Flesh,,
2,Ditta,No,63.8  0.3,33.7  0.3,83.7  0.3,66.6 0.9 bcb,24.0  0.4,94.4  0.1
3,,Yes,63.6  1.6,34.5  0.8,84.3  0.3,68.1  0.6 a,24.6  0.9,94.7  0.6
4,Krone,No,60.4  1.9,21.6  0.5,90.9 0.9,64.1 0.6 d,19.3  0.8,101.70.2
5,,Yes,61.1  0.8,21.9  0.3,90.3  0.5,64.5  0.4 cd,19.5  0.4,101.5  0.2
6,Spunta,No,65.2  0.2,28.7  0.6,84.7  0.3,66.90.1 ab,22.1  0.6,94.6  0.3
7,,Yes,65.5  0.8,28.4  0.5,84.4  1.2,66.9 0.4 ab,22.4  0.3,94.6  0.1
8,Significancea,,,,,,,
9,Cultivar,,NS,***,**,*,*,***
10,Desiccant,,NS,NS,NS,,NS,NS
11,Cultivar desiccant,,NS,NS,NS,,NS,NS
