,0,1,2,3,4,5
0,Bound phenolics(g/g,Teff flour(Bolivia),Brown teff (Bolivia),White teff(Bolivia),Brown teff (USA,White teff (USA
1,Gallic acid,11.6  0.3a,14.8 0.3b,4.1 0.1c,10.9 0.3d,8.0  0.2e
2,Catechin,44.8  1.4a,23.0 1.0b,9.6  0.9c,32.0  1.2d,38.0  1.4e
3,Vanillic acid,12.4  0.5a,7.3  0.3b,6.7  0.2c,13.4  0.5d,13.5  0.4d
4,Caffeic acid,1.40.1a,2.10.1b,1.00.1c,2.9  0.2d,4.0  0.2e
5,Syringic acid,1.00.1a,ND,1.10.1a,1.00.1a,1.10.1a
6,Trans-p-coumaric acid,ND,ND,ND,ND,ND
7,m-Coumaric acid,7.3  0.2a,4.0  0.1b,2.10.1c,6.5  0.2d,7.1  0.2a
8,Ferulic acid,189.0  4.3a,188.05.1a,114.0  2.3b,290.0  3.6c,106.0  2.4d
9,Rutin,9.10.3a,1.30.1b,24.30.5,5.0   0.2d,48.2  0.8e
10,Protocatechuic acid,5.10.1a,3.90.1b,12.0  0.3c,6.1   0.2d,6.2  0.2d
11,Resveratrol,ND,ND,ND,ND,ND
12,Cinnamic acid,2.1 0.2a,2.3  0.2a,ND,4.0  0.2b,3.5  0.1c
13,Quercetin,27.3  0.9a,27.9  0.9a,13.5  0.4b,51.5  1.2c,52.5  1.3c
14,Total,311.1  8.4a,274.6  8.2b,188.4 5.0c,423.3  7.9d,288.1  7.3e
