,0,1,2,3,4,5,6,7,8,9
0,,,,Linoleic acid,Oleic acid,Linolenic acid,Palmitic acid,Stearic acid,PUFA/,Linoleic/
1,,,,(18:2),18:1,(18:3),(16:0,(18:0,SFA*,linolenic
2,Cultivars,Irrigation,N(kg,,,%,,,,
3,,regimes,ha~1,,,,,,,
4,,,0,46.1  1.17 b,34.0  1.12 b,0.84  0.02 b,8.56  0.70 ab,4.92  0.80 ab,3.48 d,54.9 c
5,,Full irrigation,60,47.3  0.58 ab,35.9  1.61 a,0.80  0.02 cd,7.60  0.58 bc,5.37 0.45 a,3.71 b,59.1 b
6,Oltan,,120,49.3  1.14 a,34.2  0.49 ab,0.78  0.01 d,7.32  0.58 c,5.47  0.28 a,3.92 a,63.2 a
7,Oltan,Deficit,0,47.8  3.70 ab,34.1  0.91 ab,0.88  0.02 a,9.18  0.65 a,3.87  0.45,3.73 b,54.3 c
8,,irrigation,60,46.0  1.00 b,33.6  0.13 b,0.87  0.03 a,8.59  0.44 ab,4.41  0.80 bc,3.61c,52.9 c
9,,irrigation,120,44.9  1.62 b,35.3 0.45 ab,0.82  0.02 bc,8.95  0.60 a,4.55  0.19 abc,3.39 d,54.8 c
10,,,0,48.6  1.19 b,34.1  1.13 b,0.75  0.03 c,8.32  0.73 ab,4.52  0.85 abc,3.84 b,64.8 a
11,,Full irrigation,60,47.3  0.57 b,36.5  0.38 a,0.80  0.01 c,8.10  0.48 b,5.27  0.37 a,3.60 d,59.1 b
12,Dashtestan,,120,50.8  0.74 a,35.0 0.73 ab,0.76  0.01,8.03  0.40 b,4.97  0.63 ab,3.97 a,66.8 a
13,Dashtestan,Deficit,0,47.7  0.71 b,31.3  0.42 c,0.92  0.03 b,9.19  0.81 ab,4.13  0.37 bc,3.65 dc,51.8
14,,irrigation,60,48.5  1.50 b,31.9  1.34 c,0.96  0.02 a,9.31  0.02 a,3.96  0.62 c,3.73 c,50.5 cd
15,,irrigation,120,42.5  1.31 c,34.0  0.90 b,0.90  0.001 b,8.99  0.89 ab,4.81  0.59 abc,3.14 e,47.2 d
16,,,0,45.7  1.81 b,35.4  0.49 b,0.90  0.02 a,7.85  0.23 b,4.36  0.38 bc,3.82 b,50.8 d
17,,Full irrigation,60,48.2  1.30 a,37.6  0.62 a,0.74  0.04 c,7.09  0.33 b,4.61  0.77 a,4.18 a,65.1 a
18,Naz,,120,46.8  0.92 ab,34.4  0.78 bc,0.84  0.03 b,8.41  0.23 ab,4.63  0.44 b,3.65 cd,55.7 b
19,Naz,Deficit,0,47.7  1.45 ab,34.1  0.78 c,0.86  0.01 ab,9.26  0.56 a,3.66  0.55 c,3.76 bc,55.5 b
20,,irrigation,60,44.0  1.68 b,34.40.65 bc,0.84  0.02 b,8.49  0.37 ab,3.57  0.32 c,3.72 c,52.4 cd
21,,irrigation,120,45.3  3.51 b,37.3  1.23 a,0.84  0.04 b,9.06  0.69 a,4.86  0.53 ab,3.31 e,53.9 bc
