,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Samples,Added,Pyrene,,,Benz[a]anthracene,Benz[a]anthracene,,Benzo[b]fluoranthene,Benzo[b]fluoranthene,,Benzo[a]pyrene,Benzo[a]pyrene,,"Dibenz[a,h]anthracene","Dibenz[a,h]anthracene","Dibenz[a,h]anthracene"
1,,(g kg~1,Fg.,RR,RSD,F(g,RR,RSD,F(g,RR,RSD,F (g,RR,RSD,Fg,RR,RSD
2,,,kg1,(%),(%),kg-1,(%),(%),kg-1),(%),(%,kg,(%),(%),kg-1,(%),(%)
3,Grilled Fish,0.0,2.30,,4.0,N.D.,,,1.60,-,3.8,N.D.,,,N.D.,,
4,1,2.0,4.20,95.0,4.6,1.90,87.6,3.9,3.52,96.0,4.9,1.87,85.6,5.2,1.76,88.0,6.1
5,,10.0,11.67,93.7,3.6,8.76,87.6,3.6,11.54,99.4,3.8,8.56,85.6,4.7,8.54,85.4,6.0
6,,20.0,20.34,90.2,3.4,18.35,91.8,3.0,21.05,97.3,3.0,17.90,89.5,4.5,18.38,91.9,5.0
7,Grilled Fish,0.0,5.70,97.5,5.1,7.65,95.0,4.8,3.05,,6.2,3.50,-,4.9,N.D.,,-
8,II,2.0,7.65,97.5,4.5,9.55,95.0,4.3,5.00,97.5,4.9,5.34,92.0,3.9,1.87,93.5,2.9
9,,10.0,14.78,90.8,4.6,16.90,92.5,3.6,12.23,91.8,5.5,13.20,97.0,5.0,8.90,89.0,3.6
10,,20.0,25.07,96.9,3.0,26.10,92.3,4.8,19.98,84.7,4.0,22.30,94.0,6.0,17.80,89.0,3.8
11,Grilled,0.0,2.90,,5.6,2.14,,6.9,2.54,,5.7,N.D.,-,,N.D.,,
12,Chicken I,2.0,4.65,87.5,5.8,4.09,97.5,5.8,4.50,98.0,3.9,1.69,84.5,5.9,1.87,93.5,3.8
13,,10.0,11.88,89.8,4.9,10.98,88.4,4.0,11.23,86.9,3.8,8.90,89.0,5.0,8.90,89.0,5.9
14,,20.0,21.34,92.2,3.0,21.00,94.3,3.9,20.10,87.8,4.0,17.89,89.5,4.9,18.20,91.0,4.7
15,Grilled,0.0,6.35,,5.8,3.85,,6.0,5.84,,6.0,3.44,,6.2,2.52,,6.0
16,Chicken,2.0,8.20,92.5,5.7,5.69,92.0,5.9,7.56,86.0,5.0,5.30,93.0,4.8,4.32,90.0,3.8
17,I1,10.0,14.78,84.3,4.9,12.34,84.9,4.8,14.27,84.0,4.8,13.02,95.8,4.0,12.00,94.8,4.0
18,,20.0,8.25,92.7,3.8,21.21,86.8,4.0,24.20,91.8,5.1,22.17,93.7,4.0,22.10,97.9,4.9
19,Grilled,0.0,8.25,,5.6,10.30,,6.4,16.95,,5.5,14.60,,6.5,N.D.,,
20,Pork I,2.0,10.23,99.0,5.9,11.97,83.5,5.9,18.89,97.0,3.9,16.23,81.5,3.9,1.90,95.0,4.9
21,,10.0,17.90,96.5,4.9,20.06,97.6,4.7,26.01,90.6,4.0,23.89,92.9,3.4,9.67,96.7,3.9
22,,20.0,24.78,82.7,5.7,30.13,99.2,4.0,36.09,95.7,3.9,33.80,96.5,2.0,17.82,89.1,4.0
23,Grilled,0.0,2.76,,6.3,5.15,,6.4,2.67,,5.9,5.70,-,5.6,N.D.,,
24,Pork II,2.0,4.69,96.5,4.0,7.01,93.0,5.0,4.45,89.0,3.0,7.56,93.0,3.9,1.90,95.0,3.9
25,,10.0,12.40,96.4,2.9,14.09,89.4,5.9,11.23,85.6,3.9,14.90,92.0,4.5,8.79,87.9,4.0
26,,20.0,20.82,90.3,4.1,23.89,93.7,3.0,22.01,96.7,2.0,25.09,97.0,4.8,17.81,89.1,2.9
