,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,SFA,MUFA,n6,n3,n3/n6,PUFA,PUFA/SFA,PI,BAS,PUT,CAD,HIS,TYR,SPD
1,SFA,,,,,,,,,,,,,,
2,MUFA,0.974,,,,,,,,,,,,,
3,n-6,0.948,0.885,,,,,,,,,,,,
4,n-3,0.926,0.968,0.860,,,,,,,,,,,
5,n-3/n-6,0.680,0.815,0.514,0.878,,,,,,,,,,
6,PUFA,0.950,0.889,0.947,0.897,0.611,,,,,,,,,
7,PUFA/SFA,0.971,0.891,0.970,0.833,0.497,0.961,,,,,,,,
8,PI,0.972,0.956,0.936,0.968,0.748,0.978,0.934,,,,,,,
9,BAs,0.989,0.942,0.983,0.909,-0.614,0.970,0.985,0.973,,,,,,
10,PUT,0.924,0.857,0.982,0.872,0.539,0.975,0.950,0.953,0.967,,,,,
11,CAD,0.962,0.918,0.985,0.922,0.625,0.979,0.961,0.980,0.988,0.991,,,,
12,HIS,0.946,0.891,0.991,0.873,0.536,0.944,0.961,0.940,0.981,0.983,0.987,,,
13,TYR,0.994,0.948,0.975,0.906,0.617,0.966,0.988,0.970,0.999,0.955,0.980,0.972,,
14,SPD,0.973,0.976,0.924,0.911,0.690,0.866,0.918,0.920,0.955,0.955,0.919,0.926,0.959,
15,SPM,0.817,0.865,0.686,-0.731,0.634,0.597,0.712,0.694,0.750,0.573,0.665,0.686,0.770,0.904
