,0,1,2,3,4,5,6,7,8
0,,Children 2-3 years (n=723),,,,Children 4-8 years (n = 1685),,,
1,,,Percentiles (SE),,,,Percentiles (SE),,
2,,,25%,50%,75%,,25 %,50 %,75%
3,Energy,1351*,1149,1329,1532,1714,1471,1690,1929
4,(kcal),(18),(18),(17,(22),0.82,(19),(18),(24)
5,Vegetables and Legumes,0.62*,0.41,0.58,0.79,0.82,0.56,0.77,1.02
6,(cup eq),(0.02),(0.02),(0.02),(0.03),1.07,(0.03),(0.03),(0.04)
7,Fruits,1.23,0.84,1.16,1.55,1.07,0.70,1.00,1.36
8,(cup eq),(0.03),(0.03),(0.03),(0.05),(0.04),(0.03),(0.04),(0.05)
9,Grains,4.17*,3.27,4.06,4.96,6.30,5.14,6.18,7.32
10,(oz eq),(0.08),(0.09),(0.08),(0.10),(0.11),(0.10),(0.11),(0.15
11,Dairy,2.19,1.57,2.10,2.72,2.08,1.47,1.98,2.58
12,(cup eq),(0.05),(0.05),(0.05),(0.05),(0.05),(0.04),(0.05),(0.06)
13,Protein Foods,2.53*,1.84,2.42,3.11,3.30,2.48,3.19,3.99
14,(oz eq),(0.08),(0.10),(0.09),(0.10),(0.09),(0.10),(0.09),(0.13)
15,Added sugar,10.4*,7.4,10.0,13.0,14.1,10.6,13.7,17.2
16,(% of total energy),(0.3),(0.3),(0.3),(0.3),11.9,10.5,(0.3),(0.3)
17,Saturated fat,12.6,11.1,12.5,14.0,11.9,10.5,11.9,13.3
18,(% of total energy),(0.2),(0.2),(0.2),(0.1),(0.1),(0.1),(0.1),(0.2)
19,Sodium,1931*,1576,1886,2242,2665,2215,2612,3057
20,(mg),(34),(38),(35,(38),(33),(34),32,(44)
