,0,1
0,Ingredients,Ingredients
1,Baking Powder,Baking Powder
2,Chocolate,Chocolate
3,Colors,
4,,"Dairy - butter, buttermilk, fluid milk, cheese, sour cream, dry dairy ingredients"
5,"Fats - oils, margarine, shortening","Fats - oils, margarine, shortening"
6,Flavor,
7,,"Fruits,different forms,including sweetened and with sulfites (ignore if the sweetened"
8,includes oil too),includes oil too)
9,Grains and flours,Grains and flours
10,"Meats, natural or processed such as sausage, pepperoni, ham","Meats, natural or processed such as sausage, pepperoni, ham"
11,Nuts and Seeds (plain and only dry and oil roasted);nut butters,Nuts and Seeds (plain and only dry and oil roasted);nut butters
12,"Spices such as Soy sauce,Vinegar;dried forms included","Spices such as Soy sauce,Vinegar;dried forms included"
13,Starches,Starches
14,Sweeteners,Sweeteners
