,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,English name,Portuguesse,Scientific name,,Part used,-caroteneB-carotene,-caroteneB-carotene,,,,,,,
1,,name,,,,,,,,,,,,
2,Fruits,,,,,,,,,,,,,
3,Acai,Acai,Euterpe oleracea Mart,,fruit,45,240*,n.d.,n.d.,150,n.d.,n.d.,n.d.,Ribeiro et al. (2010)
4,Apple,Maca,Malus domestica,,fruit,n.d.,65,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,West and Poortvliet1993
5,,,Borkh.cv.Gala,,,,,,,,,,,
6,Banana,Banana,Musa sp,,fruit,141*,107*,n.d.,n.d.,50,n.d.,n.d.,n.d.,Facundo et al.2015
7,,,cv.Prata and,,,,,,,,,,,
8,,,cv.Nanicao,,,,,,,,,,,
9,Grape,Uva,Vitis vinifera L cv. Merlot,,fruit,n.d.,201*,n.d.,n.d.,85,67,10,11,Crupi et al.(2010
10,Mango,Manga,Mangifera indica cv. Keitt and cv.,Mangifera indica cv. Keitt and cv.,fruit,n.d.,920,27,n.d.,n.d.,67,343,3157,Mercadante and Rodriguez
11,,,Tommy Atkins,,,,,,,,238,,,Amaya(1998)
12,Orange,Laranja,Citrus sinensis Osbeck,,fresh,87,90,248,n.d.,278,238,n.d.,136,Gama and Sylos (2005)
13,,,cv.Valencia,,juice,,,,,,,,,
14,Papaya,Mamao,Carica papaya L.,,fruit,n.d.,49,331,1448*,6,0,0,9,Barreto et al.2011
15,,,cv.Golden,,,,,,,,,,,
16,Pineapple,Abacaxi,Ananas comosus L.,,fruit,n.d.,30,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,West and Poortvliet (1993)
17,Tangerine,Tangerina,Citrus reticulata Blanco,,fruit,0,213,843,0,0,0,n.d.,n.d.,Niizu and Rodriguez-
18,Watermelon,Melancia,Citrullus lanatus (Thunb.)Matsum &,Citrullus lanatus (Thunb.)Matsum &,fruit,n.d.,365,n.d.,3550,n.d.,n.d.,n.d.,n.d.,Niizu and Rodriguez-
19,,,Nakai,,,,,,,,,,,Amaya(2003)
20,Fruit salada,Salada de,,,,54,73,141,290,95,71,n.d.,43,
21,,frutas,,,,,,,,,,,,
22,Other fruitsb,frutasb,,,,4,171,149,615,5,0.3,0.3,3,
23,"Acerola,West",Acerola,Malpighia punicifolia L.cv.Waldy Catifruit,Malpighia punicifolia L.cv.Waldy Catifruit,,26,856,36,n.d.,64,2,5,1,De Rosso and Mercadante
24,Indian cherry,,30 and cv.Olivier,,"with skin,",,,,,,,,,2005
25,,,,,without seed,,,,,,,,,
26,Cashew apple,Caju,Anacardium occidentale L.var.red andpseudofruit,Anacardium occidentale L.var.red andpseudofruit,,29,58,45,n.d.,8,1,n.d.,5,Assuncao and Mercadante
27,,,var.yellow,,with skin,,,,,,,,,2003)
28,"Guava,red",Goiaba,Psidium guajava L. var. Ogawa ans var.fruit,Psidium guajava L. var. Ogawa ans var.fruit,Psidium guajava L. var. Ogawa ans var.fruit,n.d.,330,n.d.,6150,n.d.,n.d.,n.d.,n.d.,Rodriguez-Amaya et al.
29,,(vermelha),Paluma,,,,,,,,,,,(2008)
30,Lime,Limao,Citrus aurantifolia (Christm.) Swingle fruit,Citrus aurantifolia (Christm.) Swingle fruit,Citrus aurantifolia (Christm.) Swingle fruit,n.d.,0,14,0,2,1,n.d.,n.d.,Olmedilla et al.1993
31,Melon,Melao,Cucumis melo L.,,fruit,n.d.,10,n.d.,n.d.,traces,n.d.,n.d.,traces,Casagrande and Kimura
32,,,var.Amarelo,,,,,,,,,,,(2006)
33,Peach,Pessego,Prunus persica L.,,fruit,n.d.,40,640,n.d.,n.d.,n.d.,n.d.,12,Sentamin and Rodriguez
34,,,var.Diamante,,,,,,,,,,,Amaya(2007
35,Pear,Pera,Pyrus communis L.,,fruit without,0,2,3,4,11,0,n.d.,n.d.,Olmedilla et al. (1993)
36,,,,,skin and seeds,,,,,,,,,
37,Passion fruit,Maracuja,Passiflora edulis f. flavicarpa O. Deg.,Passiflora edulis f. flavicarpa O. Deg.,pulp with seeds,n.d.,763*,136,n.d.,n.d.,n.d.,n.d.,n.d.,Silva and Mercadante
38,,,,,,,,,,,,,,(2002)
39,Strawberry,Morango,"Fragaria elatior,(Thuill) Ehrh.",,fruit,n.d.,21,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Souza et al.2004
40,Vegetables,,,,,,,,,,,,,
41,Cabbage,Repolho,Brassica oleracea L.,,leaf,n.d.,38,n.d.,n.d.,18,n.d.,n.d.,n.d.,Almeida-Muradian et al.
42,,,var. capitata L.,,,,,,,,,,,1995
43,Chayote,Chuchu,Sechium edule (Jacq.) Sw.,,fruit,0,11,0,0,16,0,n.d.,n.d.,Granado et al. (1992)
44,Carrot,Cenoura,Daucus carota L.,,tuber,3500,6150,n.d.,n.d.,510,n.d.,n.d.,n.d.,Niizu and Rodriguez-
45,,,cv.Nantes,,,,,,,,,,,Amaya2005
46,Cassava,Mandioca,Manihot esculenta Crantz var. IAC,Manihot esculenta Crantz var. IAC,root,n.d.,269*,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Kimura et al.2007)
47,,,576-70,,,,,,,,,,,
48,Cucumber,Pepino,Cucumis sativus L.,,fruit,0,11,0,0,16,n.d.,n.d.,n.d.,Granado et al.1992
49,Curly lettuce,Alface,Lactuca sativa L,,leaf,n.d.,1550,n.d.,n.d.,1430,n.d.,760,1870,Niizu and Rodriguez-
50,,crespa,,,,,,,,,,,,Amaya (2005)
51,Kale,Couve,Brassica oleracea L.,,leaf,n.d.,4120,n.d.,n.d.,5252,n.d.,1178,3010,De Azevedo-Meleiro and
52,,,cv. Manteiga,,,n.d.,,n.d.,,,,,,Rodriguez-Amaya (2005a)
53,Potato,Batata,Solanum tuberosum L.,,tuber,0,1.5,0,0,44,21,n.d.,n.d.,Granado et al. (1992)
54,Pumpkin,Abobora or,Cucurbita moschata Duchesne cv.,Cucurbita moschata Duchesne cv.,pulp without,2530,6170,n.d.,n.d.,1785,n.d.,705,tr,De Azevedo-Meleiro and
55,,jerimum,Menina Brasileira and cy.Go,oianinha,skin and seeds,,,,,,,,,Rodriguez-Amaya2007
