,0,1,2,3,4,5,6,7,8,9,10,11
0,Samplesb,Br,Rb,Na,La,Cr,Cs,Sc,Fe,Zn,Co,Eu
1,Cast-TF,19.04(3.11),16(2,3545(186),0.374(0.080),22.6(1.6),0.576(0.021),0.0358(0.0009),1003(35),655(11,0.255(0.009),0.0080(0.0012)
2,Cast-ES,2.28(0.62),135(16),1572(136),0.475(0.065),13.9(0.8),0.239(0.015),0.03950(0.002),1259(17),557(32),0.171(0.011),0.0268(0.0021)
3,Cast-Con,49.86(8.73),49(7),5575(76),1.209(0.320),36.4(2.6),0.100(0.027),0.0243(0.0011),985(21),901(51),0.345(0.024),0.0179(0.0130)
4,Sur-TF,42.80(6.58),91(4),3708(169),0.664(0.066),17.7(0.5),0.452(0.012),0.1061(0.0077),1591(43),607(49),0.412(0.009),0.0213(0.0029)
5,Sur-ES,16.02(4.48),105(6,386(86),2.077(0.320),19.0(0.8),0.307(0.013),0.7400(0.0062),1180(28),424(53),0.402(0.032),0.0990(0.0072)
6,Sur-Con,17.11(2.36),125(9),7142(136),0.309(0.012),18.0(0.4),0.148(0.008),0.0606(0.0009),1283(19),811(79,2.490(0.132),0.0118(0.0011)
7,Lica-TF,153.60(12.65),53(3,"22,667(1800)",1.520(0.230),36.7(0.2),0.333(0.045),0.1244(0.0086),1110(32),762(17,0.349(0.087),0.0295(0.0032)
8,Lica-ES,11.20(3.62),172(12,"13,992(1180)",0.186(0.024),20.3(0.4),0.228(0.008),0.0247(0.0007),778(27),451(42),0.266(0.126),0.0080(0.0021)
9,Lica-Con,22.64(3.82),79(6),3284(428),0.318(0.019),15.3(0.6),0.186(0.004),0.0239(0.0008),834(21),467(25),0.215(0.082),0.0040(0.0018)
10,Union-TF,101.00(17.46),53(9),3130(360),0.660(0.096),19.3(0.3),0.222(0.013),0.1109(0.0014),1451(18,648(34),0.204(0.035),0.0142(0.0023)
11,Union-ES,11.72(2.64),188(24),3220(218),0.324(0.016),16.7(0.3),0.330(0.009),0.0712(0.0004),1141(59),425(71),0.200(0.011),0.0148(0.0016)
12,Union-Con,8.42(1.32),100(16,3954(480),0.258(0.014),34.5(0.5),0.123(0.007),0.0548(0.0023),955(22),568(38),0.331(0.021),0.0122(0.0054)
