,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Fatty Acida,14:0,14:0,14:1,16:0,16:0,16:1,16:1,18:0,18:1,18:1,18:2,18:2,18:3
1,Extemal Fat(cm),0.64,0.0,0.0,0.64,0.0,0.64,0.0,0.0,0.64,0.0,0.64,0.0,0.0
2,"Brisket,Point-hatf",0.32,0.43,0.170.21,2.263.07,2.263.07,0.73,0.73,1.67,4.205.13,4.205.13,0.270.28,0.270.28,0.030.06
3,Level of Significanceb,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
4,"Brisket,Flat-ha",017,0.18,012010,1.36145,1.36145,037.0.38,037.0.38,0.62073,2.492.58,2.492.58,0.21019,0.21019,0.20001
5,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
6,Blade Roast,0.41,0.34,0.180.14,2.992.56,2.992.56,0.580.53,0.580.53,1.941.63,4.954.14,4.954.14,0.380.29,0.380.29,0.050.03
7,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
8,Arm Pot Roast,0.20,0.15,0.110.07,1.46,1.37,0.32,0.32,0.890.78,2.41,2.48,0.270.19,0.270.19,0.020.01
9,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,0.01,0.01,NS
10,Rib Steak,0.38,0.26,0.150.14,2.78,1.98,0.520.42,0.520.42,1.751.10,4.233.07,4.233.07,0.310.31,0.310.31,0.040.04
11,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
12,Rib Roast,0.33,0.27,0.100.11,2.642.23,2.642.23,0.520.39,0.520.39,1.851.35,4.683.46,4.683.46,0.210.23,0.210.23,0.000.03
13,Level of Sigrficance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
14,Top Loin Steak,0.21,0.18,0.090.07,1.55,1.60,0.300.26,0.300.26,0.940.92,2.892.49,2.892.49,0.200.21,0.200.21,0.010.01
15,Level of Significance,0.03,0.03,NS,NS,NS,0.03,0.03,NS,NS,NS,NS,NS,NS
16,Tenderloin Steak,0.19,0.27,0.090.11,1.492.09,1.492.09,0.36,0.36,0.941.40,2.113.21,2.113.21,0.200.28,0.200.28,0.030.02
17,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
18,Top Sirloin Steak,0.15,0.16,0.080.08,1.191.37,1.191.37,0.22,0.22,0.790.88,1.902.20,1.902.20,0.240.23,0.240.23,0.010.01
19,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
20,Round Tip Roast,0.21,0.25,0.110.12,1.571.82,1.571.82,0.340.32,0.340.32,0.921.06,2.532.81,2.532.81,0.300.27,0.300.27,0.010.02
21,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
22,Top Round Steak,0.140.12,0.140.12,0.070.07,1.081.10,1.081.10,0.18,0.18,0.670.62,1.691.75,1.691.75,0.190.20,0.190.20,0.000.00
23,Level of Significance,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
24,Eye of Round Roast,0.11,0.09,0.060.06,1.000.84,1.000.84,0.14,0.14,0.500.45,1.501.35,1.501.35,0.150.16,0.150.16,0.000.00
25,Level of Significance,0.01,0.01,NS,0.01,0.01,NS,,0.01,0.01,0.01,NS,NS,NS
26,Bottom Round Roast,0.130.16,0.130.16,0.070.08,1101.29,1101.29,0.28028,0.28028,057071,2.05224,2.05224,0190.19,0190.19,0.00001
27,Level of Significance,NS,NS,NS,NS,NS,NS,,NS,NS,NS,NS,NS,NS
28,Bottom Round Steak,0.19,0.17,0.090.09,1.48,1.41,0.330.33,0.330.33,0.820.77,2.492.42,2.492.42,0.160.19,0.160.19,0.010.01
29,Level of Significance,NS,NS,NS,NS,NS,NS,,NS,NS,NS,NS,NS,NS
