,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Fatty acids,,Hesso,Gellab,Khanf-,Harees,Elbah,Kabab,,Machbous Momawash Tnareed Aseedah Saloonat,Machbous Momawash Tnareed Aseedah Saloonat,Machbous Momawash Tnareed Aseedah Saloonat,
1,,,,,aroosh,,,,,,,,Dajaj
2,Myristic,14:0,0.17,14.8,0.12,9.0,5.0,0.1,3.2,0.16,1.2,9.8,0.4
3,Palmitoleic,"16:1,n-7",0.66,1.7,0.53,1.6,2.5,0.3,1.7,0.17,1.6,1.4,2.9
4,Palmitic,16:0,12.6,40.4,13.1,33.9,29.1,13.0,20.2,10.3,17.3,32.1,17.1
5,Y-Linclenic,18:3,0.15,0.1,0.14,0.48,0.3,0.1,0.16,0.24,0.25,0.16,0.26
6,Linoleic,18:2.n-6,41.5,2.1,47.9,13.7,8.3,53.3,29.0,51.1,33.5,15.1,39.7
7,-Linolenic,18.3,3.7,1.8,2.1,2.1,0.5,0.92,1.0,1.2,1.1,1.2,1.0
8,Oleic,"18:1,n-9",32.3,21.4,29.8,23.3,35.5,27.1,33.3,30.4,34.5,25.0,29.9
9,Vaccenic,18:1,1.2,1.6,1.3,1.5,1.9,1.4,1.3,0.91,1.3,1.3,1.8
10,Stearic,18:0,4.2,15.5,3.3,13.1,13.3,2.5,8.9,3.7,7.8,12.2,4.4
11,Arachidonic,20:4.n-6,0.30,0.1,0.2,0.3,1.1,0.1,0.1,0.1,0.21,0.27,0.85
12,others,,3.2,0.64,1.4,1.0,2.5,1.3,1.2,1.8,1.4,1.4,1.6
