,0,1,2,3,4,5,6,7,8
0,No.,Substances,R(min),nm,R(min),nm,,,Refs.
1,,,C18,,C3o,,,,
2,,Hydrocarbons,,,,,,,
3,,-Carotene,39.30,"452,477 37.30","452,477 37.30",,"450,476aKhachik and Beecher,1987;Khachik et al.,1986;Khoo et al.,",,
4,,,,,,,,,2011
5,2,a-Carotene,38.90,"445,473",33.50,"445,472","bKhachik and Beecher,1987,1988; Khoo et al.,2011","445,472",
6,3,&-Carotene,38.50,"416,439,468",29.60,415.439.468,"bBarbosa et al., 2008",415.439.468,"bBarbosa et al., 2008"
7,4,-Carotene,38.40,"461,490",55.00,"460,489","bBarbosa et al., 2008; Khachik et al., 1989","460,489","bBarbosa et al., 2008; Khachik et al., 1989"
8,5,B-Zeacarotene,38.90,"428,452",40.10,"426,452","b(Petzold et al., 1959; Simpson and Goodwin,1965)","426,452",
9,6,8-Carotene,37.90,"431,455,486",50.50,"430,455,486","bBarbosa et al., 2008)","430,455,486","bBarbosa et al., 2008)"
10,7,Lycopene,37.50,"445,471,502",73.10,,"445,471,502bKhachik and Beecher,1987;Tadmor et al.,2005;Vallverdu",,
11,,,,,,,"Queralt et al.,2015",,"Queralt et al.,2015"
12,8,-Carotene,38.50,"380,400,424",41.90,"380,400,424","bKhoo et al.,2011;Mouly et al.,1999;Tadmor et al.,2005","380,400,424",
13,9,Torulene,38.39,"461,485,518",72.14,"461,485,518","bDavoi and Weber,2002","461,485,518","bDavoi and Weber,2002"
14,,Hydroxycarotenoids,,,,,,,
15,10,-Cryptoxanthin,32.90,"450,47625.80","450,47625.80",,"450,476aKhachik and Beecher,1988;Khoo et al.,2011",,"450,476aKhachik and Beecher,1988;Khoo et al.,2011"
16,11,-Cryptoxanthin,32.50,"444,472",22.30,"441,472","aMouly et al.,1999","441,472","aMouly et al.,1999"
17,12,(rac)-4-Hydroxy--carotene,33.23,"450,476",23.58,"450,476","450,476","450,476",
