,0,1,2,3,4,5,6,7,8,9
0,,,,Fatty acids (% of total fatty acid),Fatty acids (% of total fatty acid),,,,,
1,Region,Variety of teff,,,,,,,Moisture content (%),
2,Region,,,Linoleic acid,Oleic acid,Palmitic acid,Stearic acid,-Linolenic acid,,Total fat (%)
3,,,Mean,32.52,21.65,18.60,14.21,13.04,11.72,2.40
4,,White teff (n = 8),SD,4.0,3.0,2.1,1.1,0.5,0.5,0.1
5,,White teff (n = 8),Min,28.68,20.05,17.60,10.65,10.07,10.14,2.35
6,Group 1,,Max,39.16,24.86,20.10,16.69,14.64,13.83,2.53
7,Group 1,,Mean,32.99,20.99,18.70,14.18,13.20,11.37,2.44
8,,Brown teff (n = 8),SD,2.4,1.5,1.0,0.4,0.4,0.2,0.1
9,,Brown teff (n = 8),Min,30.32,17.57,17.90,12.22,11.36,10.79,2.38
10,,,Max,36.41,23.94,19.50,15.72,14.56,12.18,2.49
11,,,Mean,29.42,24.01,18.90,14.84,12.86,10.69,2.52
12,,White teff (n = 8),SD,3.6,2.0,1.5,0.5,0.4,0.2,0.1
13,,White teff (n = 8),Min,17.28,20.04,17.20,9.98,5.88,10.21,2.45
14,Group 2,,Max,39.92,43.41,21.50,17.45,16.53,11.54,2.59
15,Group 2,,Mean,30.60,21.34,19.00,15.38,13.70,10.66,2.48
16,,Brown teff (n = 8),SD,3.5,2.8,1.9,1.6,0.4,0.21,0.06
17,,Brown teff (n = 8),Min,27.55,20.49,17.90,14.23,12.10,9.44,2.40
18,,,Max,32.24,23.23,22.00,17.24,14.71,11.70,2.60
19,,,Mean,33.17,23.03,17.80,13.56,12.42,12.26,2.43
20,,White teff (n = 2),SD,1.3,0.9,0.3,0.1,0.2,0.2,0.0
21,,White teff (n = 2),Min,32.65,21.89,17.70,13.19,12.82,12.19,2.41
22,Group 3,,Max,33.68,24.16,18.00,13.92,12.82,12.33,2.44
23,,,Mean,32.94,22.21,17.80,14.05,12.97,10.79,2.50
24,,Brown teff (n =2),SD,1.9,0.9,0.6,13.19,0.3,0.2,0.2
25,,Brown teff (n =2),Max,31.34,21.32,17.31,13.19,12.02,9.50,2.39
26,,,Max,34.08,24.16,18.38,15.06,13.90,12.08,2.61
