,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Code,LRIa,MS,Idb,Cultivarc,Peel,,,Phloem,,,Xylem,,,%,p,p
1,,LRIa,(m/z),Idb,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,CVd,valuee,valuef
2,T1,1007,93,A,Ma,3844 a,2660 b,1641 c,98 d,84 d,274 de,64 d,60 d,67 d,9.3,0.3186,0.0001
3,,,,,Ma,3844 a,2660 b,1641 c,341 d,173 ef,274 de,83 f,88 f,132 f,11.4,0.1243,0.0001
4,T2,1085,93,A,Do,515 a,307 b,254 c,23 d,16 d,18 d,9d,11 e,16 e,15.9,0.4967,0.0001
5,,,,,Ma,605 a,411 b,254 c,75 d,28 e,45 de,12 e,11 e,16 e,22.7,0.1989,0.0001
6,T3,1103,93,A,Do,199 a,52 b,27 c,16 d,6 e,4e,2 e,2 e,3e,17.1,0.2626,0.0001
7,T3,,93,,Ma,199 a,111 b,73 c,136 b,2 d,17 d,2 d,4d,7d,20.9,0.0251,0.0001
8,T4,1143,93,A,Do,98 c,185 a,170 b,2 d,2 d,1d,1 d,1d,nd8,50.8,0.4823,0.0001
9,,,,,Ma,98 c,179 a,170 b,2 d,2 d,4 d,nd,nd,1 d,56.7,0.3335,0.0001
10,T5,1149,69,A,Do,283 a,176 b,81 c,27 d,11 d,12 d,7 d,6d,9d,12.8,0.5646,0.0001
11,,,,,Ma,199 a,164 b,128 c,88 d,17 e,19 e,4e,6 e,9e,11.5,0.3337,0.0001
12,T6,1176,68,A,Do,752 b,930 a,547 c,27 d,21 d,67 d,19 d,15d,64 d,17.9,0.4310,0.0001
13,,,,,Ma,484 b,834 a,802 a,38 d,91c,34 d,31 d,82 c,19 d,7.9,0.0885,0.0001
14,T7,1223,93,A,Do,1679 a,1212 b,752 c,96 d,77 d,159 d,37 d,38 d,114 d,10.3,0.4247,0.0001
15,,,,,Ma,616 a,577 b,563 b,81 e,63 ef,184 d,29 g,52 fg,238 c,6.9,0.4317,0.0001
16,T8,1244,119,A,Do,820 a,597 b,358 c,43 d,41 d,56 d,16 d,18 d,45 d,10.6,0.1260,0.0001
17,,,,,Ma,306 ab,290 b,319 a,101 d,32 de,71 c,11 f,20 ef,66 c,8.5,0.3352,0.0001
18,T9,1258,121,A,Do,9181 b,"12,648",7852 c,101 d,99 d,163 d,59 d,47 d,37 d,49.2,0.4321,0.0001
19,,,,,,,a,,118 c,,,,,,,,
20,,,,,Ma,6001 b,"11,485","11,147",118 c,86c,180c,61 c,15c,56 c,24.0,0.0548,0.0001
21,,,,,,,a,a,,,,,,,,,
22,total monoterpenes,total monoterpenes,,,Do,"15,385","17,550","10,651",433 d,356 d,595 d,214 d,198 d,348 d,19.1,0.4654,0.0001
23,,,,,,b,a,c,,,,,,,,,
24,,,,,Ma,"12,353","16,711","15,096",917 d,506 def,827 de,233 f,277 ef,544 def,8.4,0.0957,0.0001
25,,,,,,c,a,b,,,,,,,,,
26,S1,1563,133,A,Do,3200 a,2681 b,1278 c,925,638 de,615 de,312 e,282 e.,399 e,12.7,0.0936,0.0001
27,,,,,,,,,cd,,,,,,,,
28,,,,,Ma,1210 b,1119 bc,782 cd,1829,905 bc,1003,146 f,204 ef,520 de,9.4,0.0270,0.0001
29,,,,,,474 a,,,a,,bc,,,,,,
30,S2,1631,93,A,Do,474 a,372 b,211 c,125 d,89 de,82 def,45 ef,39 f,54 ef,8.3,0.0970,0.0001
31,,,,A,Ma,191 b,170 bc,116 de,274 a,127 cd,142 cd,25g,30 fg,73 ef,10.9,0.0531,0.0001
32,S3,1647,69,A,DO,197 a,154 b,71 bc,180 a,42 de,107 b,43 c,84 b,177 a,16.7,0.2623,0.0001
33,,,,,Ma,106 b,84 b,71 bc,180 a,100b,107 b,43 c,84 b,177 a,10.3,0.0746,0.0001
34,S4,1699,69,B,Do,483 a,386 b,213 c,112 d,64 d,60d,50 d,37 d,40 d,15.3,0.2042,0.0001
35,,,,,Ma,281 a,219 b,181 c,181 c,81d,80d,21 f,34 ef,64 de,10.9,0.2622,0.0001
36,S5,1726,93,B,Do,"13,288","11,001",6528 c,3812,2183 e,1922 e,1488,1086 e,1232 e,13.7,0.2452,0.0001
37,,,,,,a,b,,d,,,e,,,,0.2905,
38,,,,,Ma,6124 a,4850 b,3840 c,5130,2503 d,2577 d,702e,1004 e,1934 d,9.2,0.2905,0.0001
39,,,,,,,,,b,,,,,,,,
40,total sesquiterpenes,total sesquiterpenes,,,Do,"17,641","14,594",8313 c,5038,3016,2719 e,1935,1471 e,1756 e,13.2,0.1852,0.0001
41,,,,,,a,b,4990 c,d,de,,e,,,,,
42,,,,,Ma,7911 a,6442 b,4990 c,7594,3716 d,3908,936 e,1357 e,2768 d,9.3,0.1265,0.0001
43,,,,,,,,,a,,cd,,1669 c,2104 c,,0.2656,
44,total volatiles,total volatiles,,,Do,"33,026","32,144","18,964",5471,3372 c,3314 c,2149,1669 c,2104 c,12.4,0.2656,0.0001
45,,,,,,a,a,b,c,,,c,,,,,
46,,,,,Ma,"20,264","23,153","20,086",8510,4223 d,4736 d,1169,1634 e,3312 d,8.1,0.2466,0.0001
47,,,,,,b,a,b,c,,,e,,,,,
