,0,1,2,3,4
0,Fatty acid,Commercial brands,Commercial brands,Cream filled pastries,Cream filled pastries
1,,n=34,,n=68,
2,,Mean,Range,Mean,Range
3,,SD,,SD,
4,SFA,,,,
5,C4:0,0.50.5a,nd-1.9,0.4  0.3b,nd-1.6
6,C6:0,0.7  0.6a,0.1-2.4,0.4  0.3b,nd-1.4
7,C8:0,0.8  0.4a,0.11.9,0.6  0.4b,nd-1.6
8,C10:0,1.6  0.8a,0.23.4,1.2  0.6b,0.12.5
9,C11:0,0.1  0.1a,nd-0.4,0.1  0.1a,nd-0.3
10,C12:0,8.6  6.8a,0.4-30.5,9.1  8.1a,0.2-34.5
11,C13:0,0.1  0.1a,nd-0.2,0.1  0.1a,nd-0.2
12,C14:0,8.3  2.7a,1.7-14.5,7.2  3.4b,0.1-17.0
13,C15:0,0.6  0.4a,0.11.3,0.3  0.3b,nd-1.2
14,C16:0,34.7 ,21.242.0,34.8 ,19.942.8
15,,4.3a,,5.9a,
16,C17:0,0.3  0.2a,nd-0.7,0.2  0.1a,nd-0.7
17,C18:0,8.7  1.3a,6.812.8,8.5  1.8a,5.713.2
18,C20:0,0.1  0.1a,nd-0.3,0.2  0.1a,nd-0.5
19,C21:0,0.2  0.2a,nd-0.7,0.2  0.2a,nd-0.8
20,C22:0,nd,nd,nd,nd
21,C23:0,nd,nd,nd,nd
22,C24:0,nd,nd,nd,nd
23,Total SFA,65.3 ,53.1-80.7,63.3 ,28.3-87.3
24,,5.4a,,9.0a,
25,MUFA,,,,
26,C14:1 9c,0.4  0.4a,nd-1.2,0.2  0.2b,nd-1.0
27,C15:1 10 c,0.1  0.1a,nd-0.3,0.1  0.1a,nd-0.6
28,C16:1 9c,1.0  0.7a,0.12.6,0.7  0.4b,0.1-2.3
29,C17:1 10c,0.1  0.1a,nd-0.3,0.1  0.1a,nd-0.2
30,C18:1 9c,24.9 ,12.7-33.6,26.4 ,9.436.2
31,,5.0a,,6.1b,
32,C20:1 11c,nd,nd,nd,nd
33,C22:1 13c,nd,nd,nd,nd
34,C24:1 15c,nd,nd,nd,nd
35,Total MUFA,26.5 ,13.2-34.1,27.5 ,10.3-36.9
36,,4.6a,,6.0b,
37,PUFA,,,,
38,"C18:3 9c,12c,15c",0.3  0.1a,0.10.6,0.3  0.6a,0.1-3.8
39,"C20:3 11c,14c,17c",0.1 0.1a,nd-0.2,0.1  0.1a,nd0.2
40,"C20:5 5c,8c,11c,14c,17c",nd,nd,nd,nd
41,C22:6,nd,nd,nd,nd
42,"4c,7c,10c,13c,16c,19c",,,,
43,Total n-3,0.4  0.2a,0.1-0.8,0.4  0.6a,0.1-3.8
44,n-6,,,,
45,"C18:2 9c,12c",4.7  1.7a,2.4-10.2,6.3  5.1b,1.0-36.8
46,"C20:2 11c,14c",nd,nd,nd,nd
47,"C20:3 8c,11c,14c",0.1  0.1,nd-0.5,0.1  0.1a,nd-0.4
48,"C20:4 5c,8c,11c,14c",nd,nd,nd,nd
49,"C22:213c,16c",nd,nd,nd,nd
50,Total n-6,4.8  1.7a,2.6-10.4,6.4 5.1b,1.0-37.2
51,UFA,31.7 ,16.4-45.0,34.3 ,11.4-68.1
52,,6.0a,,9.2b,
53,n-6/n-3 PUFA,17.1 ,4.4-53.6,21.9 ,5.1-58.8
54,,10.5,,10.7,
55,PUFA/SFA,0.1 0.0,0.00.2,0.1  0.2,0.0-1.4
56,IA,2.5  1.0,1.1-6.9,2.2  1.9,0.4-10.8
