,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,FAA,Time (d),8% (w/w) salt content,8% (w/w) salt content,8% (w/w) salt content,,11% salt content,11% salt content,,,14% salt content,14% salt content,,
1,,,10,30,60,80,10,30,60,80,10,30,60,80
2,Asp,,1.6,4.0,6.4,7.0,1.8,2.8,3.6,5.2,1.7,1.9,2.3,3.1
3,Thr,,1.0,2.2,3.3,3.4,1.0,1.4,1.8,2.4,0.9,1.1,1.3,1.6
4,Ser,,1.0,2.0,3.4,3.1,1.0,2.0,2.0,2.6,0.9,1.4,1.7,2.2
5,Glu,,7.2,14.3,19.6,21.3,6.5,9.1,11.8,14.4,6.1,6.8,8.2,9.3
6,Gly,,0.8,1.8,2.7,3.1,0.8,1.2,1.6,2.2,0.7,0.8,1.0,1.1
7,Ala,,2.7,4.0,5.9,6.6,2.6,3.0,3.7,4.9,2.1,2.3,2.8,3.3
8,Val,,1.4,3.1,4.8,4.9,1.5,2.2,2.5,3.5,1.3,1.5,1.8,2.3
9,Met,,0.4,0.8,1.4,1.5,0.4,0.6,0.8,1.0,0.4,0.4,0.5,0.6
10,lle,,1.4,3.4,4.9,5.5,1.5,2.2,2.6,3.7,1.3,1.5,1.8,2.5
11,Leu,,2.3,5.2,8.0,8.8,2.6,3.7,4.7,6.1,2.4,2.6,3.1,4.1
12,Tyr,,1.8,3.4,4.2,4.5,2.0,2.6,4.0,4.1,1.8,2.0,2.4,2.7
13,Phe,,2.3,4.6,6.3,6.3,2.4,3.3,3.8,4.8,2.4,2.6,3.1,3.4
14,Lys,,1.5,3.4,5.3,5.6,1.7,2.6,3.1,4.0,1.5,1.7,2.0,2.8
15,His,,0.5,0.9,1.4,1.4,0.5,0.8,1.0,1.0,0.5,0.6,0.7,0.8
16,Arg,,0.6,0.9,1.2,1.2,0.6,0.5,0.8,0.2,0.6,0.5,0.6,0.4
17,Pro,,1.3,2.6,3.7,4.1,1.3,1.7,2.2,2.9,1.2,1.3,1.6,1.8
18,Sub-total,,27.8,56.6,82.5,88.3,28.2,39.7,50.0,63.0,25.8,29.0,34.9,42.0
19,NH3,,2.3,3.5,4.8,5.5,1.9,2.8,3.0,3.2,2.0,2.0,2.4,2.8
