,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Neonicotinoid,Mean,RSD% Spiking,RSD% Spiking,"Accuracy,",,Repeatability,Repeatability,Within-laboratory,Within-laboratory,EU MRLs*,LOD,,LOQ,
1,,trn=15,of tr,level,mean R (%),mean R (%),n=5RSD%,n=5RSD%,reproducibility,reproducibility,gkg-1,(gkg-1),,gkg-1),
2,,(min),,(gkg-1),,,,,RSD%,,,,,,
3,,,,,DLLME,QuEChERS,DLLME,QuEChERS,DLLME,QuEChERS,,DLLME,QuEChERS,DLLME,QuEChERS
4,Dinotefuran,1.6,0.02,50.0,78.5,89.2,4.37,7.04,8.12,9.48,10.0,2.0,2.5,5.0,7.5
5,,,,50.0,78.5,83.6,4.36,7.83,11.30,12.63,,,,,
6,,,,10.0,106.1,95.3,6.32,8.65,7.54,12.05,,,,,
7,Nitenpyram,2.5,0.06,100.0,116.1,97.3,3.50,7.88,12.14,11.41,10.0,2.5,2.5,7.5,7.5
8,,,,50.0,84.5,88.5,5.25,10.22,6.45,9.81,,,,,
9,,,,10.0,107.4,96.1,6.73,8.85,8.87,16.40,,,,,
10,Thiamethoxam 3.9,Thiamethoxam 3.9,0.01,100.0,77.6,73.8,7.48,4.87,8.98,12.50,10.0,2.0,2.5,5.0,7.5
11,,,,50.0,94.5,85.7,7.48,9.45,7.57,14.65,,,,,
12,,,,10.0,112.9,81.9,8.22,7.42,13.56,14.87,,,,,
13,Clothianidin,4.6,0.01,100.0,105.4,85.2,5.40,7.24,10.24,12.31,10.0,2.5,2.5,7.5,10.0
14,,,,50.0,99.3,81.3,4.12,7.23,14.32,16.87,,,,,
15,,,,10.0,118.3,88.4,5.46,6.35,14.24,13.80,,,,,
16,Imidacloprid,4.9,0.01,100.0,94.6,89.9,4.32,6.58,8.74,17.70,50.0,1.5,2.0,5.0,5.0
17,,,,50.0,108.5,80.8,3.75,3.99,10.45,14.18,,,,,
18,,,,10.0,73.4,79.9,7.63,4.78,12.21,15.02,,,,,
19,Acetamiprid,5.4,0.10,100.0,92.5,89.5,8.23,9.14,8.74,11.80,50.0,2.0,2.5,5.0,7.5
20,,,,50.0,104.6,88.2,4.54,10.20,8.58,10.45,10.0 in RS,,,,
21,,,,10.0,84.1,77.6,4.62,9.87,11.47,16.13,,,,,
22,Thiacloprid,6.4,0.02,100.0,104.4,88.0,3.28,6.51,8.88,9.12,200.0,1.5,2.5,5.0,7.5
23,,,,50.0,97.3,84.5,5.68,5.74,14.10,10.07,,,,,
24,,,,10.0,89.3,83.6,5.22,6.37,7.71,12.08,,,,,
