,0,1,2,3,4,5,6,7
0,Variety,LLL,OLL-LLP,OOL,OLP-PLP,000,POO-POP-SLO,soo
1,Kargalak,4.70 0.44a.b.c.d*,16.3  1.29a.b*,"35.2  2.93a,b*","6.460.68a.b,ca","50.3  5.33a,b.c,d","8.63 1.25b,c.d","3.84  0.71e,f"
2,Palaz,3.61 0.41a.b.c,"15.2  1.83a,b","35.7 4.63a.b,c",5.96  1.05a.b*,"51.87.55b.c,d",10.13 1.71d,4.01 0.71f
3,incekara,"6.08  0.36b.c.d,e*",29.1 1.80c.d*,58.9  2.38f,8.40 0.41b.c.d.e,51.6 2.13b.c.d,7.94 0.00b.c.d*,"2.97  0.24c.d,e"
4,Sivri,"3.18 0.20a,b",16.1 0.71a.b,"41.3 2.57a,b.c.d,e",5.99  0.24a.b,54.7  3.62c.d,"9.07 0.16b.c,d",3.62  0.38e.f
5,Yassi Badem,3.08  0.11a.b*,17.4  0.04a.b*,"47.70.61b.c.d,e,f",6.25  0.41a.b,56.1 0.72d*,"8.02 0.60b.c,d","2.39  0.35a,b,c"
6,Fosa,"6.45 0.26c.d,e*",28.5  1.11c.d,53.5  1.77e.f,9.02  0.49c.de,"48.9 1.29a,b.c.d*","8.44  0.24b.c,d",3.23  0.09c.d.e.f
7,Kalinkara,"7.59  1.98d,e",33.9  8.54d,59.9  14.55f,"9.46  2.54d,e",39.310.07a,5.551.29a,"1.79  0.54a,b"
8,Yuvarlak Badem,"6.47  0.97c.d,e",28.9  3.88c.d,"52.6  7.06d.e,fr","9.47  1.47d,e",41.7  5.68a.b,"7.490.91a,b,c",2.42 0.41a.b.c*
9,Kus,4.62  0.63a.b.c.d,"19.5  2.86a,b.c","41.3 5.81a,b,c.d,e","6.50  0.89a.b,c","42.6 5.92a,b,c",7.02  1.44a.b,"2.59 0.19b.c,d"
10,Cakildak,3.23  0.45a.b*,"15.0 1.39a,b*","38.4  2.73a.b.c,d*",6.02  0.55a.b*,"52.3  3.47b.c,d",9.81 0.98c.d,"3.24  0.16c.d,e.f"
11,Kan,"3.08 0.02a,b*",15.10.35ab*,"40.5  1.40a.b.c.d,e*",6.170.38a.b,57.9  2.68d,10.16  0.77d*,4.01 0.17f
12,Uzun Musa,7.78  0.41e,35.0  1.21d,60.0  12.51f,10.952.16e,"42.4 3.52a,b*",7.39 0.50d.b*,1.610.13a*
13,Aci,2.85  0.20a*,10.2 0.54a*,30.62.63,4.17  0.27a*,60.2  6.25d,9.31 1.50b.c.d,3.960.26
14,Tombul,"5.91 0.24a.b.c.d,e*",25.11.41b.c.d*,"50.2  3.37c.d,e,f",7.560.43b.c.d*,52.1  2.96b.c.d,8.79 0.34b.c.d*,3.45  0.17d.e.re
