,0,1,2,3,4,5,6,7,8,9,10
0,,,,,Soaked,,,,Cooked,,
1,,,Total raw,Total raw,Total soaked,Soluble,,Dialyzed,Total cooked,Soluble,Dialyzed
2,LENTIL,,,,,,,,,,
3,Brand 1,Batch 1,1018 32,1018 32,43714,19225,19225,585,516,66  2,4515
4,,Batch 2,950  26,950  26,403 11,213 2,213 2,57 7,216  9,530,313
5,,Batch 3,906 80,906 80,424  37,2373,2373,68  8,109  5,511,349
6,Brand 2,Batch 1,856  10,856  10,406  5,220  1,220  1,59  1,1395,884,26  2
7,,Batch 2,929  24,929  24,480  12,160 3,160 3,654,18514,712,29  3
8,,Batch 3,932  86,932  86,393  36,1271,1271,552,222 19,904,37  2
9,Brand 3,Batch 1,808  87,808  87,390  42,122  18,122  18,87 6,16512,1112,33 1
10,,Batch 2,80870,80870,382  33,1600,1600,92  2,1429,4735,332
11,,Batch 3,1092  23,1092  23,45710,220  3,220  3,79  2,162  8,702,343
12,Average value,,922  94,922  94,419  33,18443,18443,69  14,15553,72  21,345
13,CHICKPEA,,,,,,,,,,
14,Brand 1,Batch 1,1272  46,1272  46,56720,260  2,260  2,76  8,239  6,973,53  6
15,,Batch 2,1305  93,1305  93,547  39,232  2,232  2,77  5,245  19,139  9,539
16,,Batch 3,111647,111647,516  22,241  2,241  2,80  12,266  17,851,53  15
17,Brand 2,Batch 1,119756,119756,595  28,276  1,276  1,72  4,255  12,153 0,433
18,,Batch 2,1139  40,1139  40,567  20,155,3,75  2,310  7,1011,44  3
19,,Batch 3,1138  56,1138  56,451  22,123  2,123  2,60  1,2710,91 2,411
20,Brand 3,Batch 1,116121,116121,55010,1324,1324,711,3138,1506,45  2
21,,Batch 2,1082  32,1082  32,50515,128  4,128  4,72 1,262  24,1385,481
22,,Batch 3,1172 32,1172 32,489  13,1470,1470,72  2,296  15,951,443
23,Average value,,1176  72,1176  72,532 45,18862,18862,73  6,273  27,116  28,475
24,BEAN,,,,,,,,,,
25,Brand 1,Batch 1,1209  20,1209  20,537  9,263  0,263  0,86  8,27511,179  4,63  6
26,,Batch 2,1092  29,1092  29,563 15,271  16,271  16,99  13,226  8,124  4,74  12
27,,Batch 3,1289  23,1289  23,62611,155,6,99  23,2013,560,45  1
28,Brand 2,Batch 1,1174  29,1174  29,534  13,273  7,273  7,93  2,312  12,14514,52  2
29,,Batch 2,1131  28,1131  28,584  15,265  ,9,97  3,282  7,84 1,42  1
30,,Batch 3,1151  21,1151  21,524  19,266  ,9,96  3,289  15,118 1,59  2
31,Brand 3,Batch 1,1194  28,1194  28,58614,291  8,291  8,1044,11,16012,491
32,,Batch 2,1129  45,1129  45,510  20,267  9,267  9,95  2,260  10,127  2,38  1
33,,Batch 3,1121,45,543  22,279  6,279  6,95  2,249  12,801,40  1
34,Average value,,1166  59,1166  59,556  37,259  40,259  40,96  5,268 38,11940,51 12
