,0,1,2,3,4,5,6,7,8
0,,,,Source,Energy,g/100g,g/100g,CHO,Iron
1,,Biologic Name,Freq,Codee,kcal/100g,g/100g,g/100g,g/100g,(mg/100)
2,"Cassava,cookedflesh only",Manihot esculenta,89,2,124,0.9,0.1,29.9,3.7
3,"English potato,raw",,,,,,0.1,29.9,
4,fiesh only,Solanum tuberosum,3443,1,79,2.1,0.1,18.0,0.8
5,flesh only,Solanum tuberosum,30,1,86,1.7,0.1,20.0,0.3
6,flesh only,,,,86,1.7,0.1,,0.3
7,flesh only,Ipomoea batatas,393,4,138,1.7,0.3,32.4,0.8
8,"Swect potato,boiled or roasted",,,4b,,,,,
9,whitcflesh only,Dioscorea spp.,313,4b,118,1.0,0.5,27.9,0.8*
10,"Yam,cooked (whiteflesh",,,,118,,,,
11,anly),Dioscorea spp.,15,1,116,1.5,0.1,27.6,0.5
12,"Cabbagc,white,raw",Brassica sinensis,481,1,24,1.2,0.2,5.4,0.6
13,"Carrot,raw",Capsicum frutescens,164,1,40,2.0,0.2,10.1,1.2
14,"Chili,greenfresh hot",Capsicum frutescens,24,1,40,2.0,0.2,9.5,1.2
15,"Chili red, fresh hot",Capsicum frutescens,45,1,40,2.0,0.2,9.5,1.2
16,Courgette zucchini,Cucurbita pepo,21,1,14,1.2,0.1,2.9,0.4
17,Cocoyam ieaf taro leaf,Colocasia esculenta,433,1,42,5.0,0.7,6.7,2.3
18,Cowpea leaf,Vigna unguiculata,1652,,29,4.1,0.3,4.8,1.9
19,Pumpkin leaf,Beta vulgaris,324,,19,3.1,0.2,2.3,2.2
20,Swiss chard,Beta vulgaris,11,1,19,1.8,0.2,3.7,1.8
21,"Sukums leaf,raw kale",Brassica oleracea,1868,1,50,3.3,0.7,10.0,1.7
22,,(acephala),,,,,,,
23,"Dark leaf, other",,209,3,36,5.0,0.7,5.0,4.0
24,Medium leaf. other,,2210,3,20,2.0,0.3,4.0,2.5
25,"Light leaf,other",,,3,20,1.5,0.2,4.0,0.5
26,Onion leaf (scallion,Allium fistulosum,20,,25,1.1,0.1,6.3,0.6
27,Onion tuber,Cucurbita pepo,6513,1,26,1.0,0.1,7.3,0.4
28,"Pumpkin,raw",Solanum lycopersicum,54,1,24,1.2,0.1,6.5,0.8
29,"Tomato, ripe",Solanum lycopersicum,479,-,24,1.2,0.2,5.1,0.5
30,"Tomato, ripe",Solanum lycopersicum,826,1,19,0.9,0.2,4.3,0.5
31,Avocado,Persea arnericana,363,1,161,2.0,15.3,7.4,1.0
32,"Banana tucuru, small,unripe",Musa spp.,205,2,108,1.2,0.3,25.8,0.8
33,"Banana tucuru, small,ripe",Musa sapientum,572,224,111,1.2,0.4,20.6,0.8
34,"Banana, largeripe",Musa sapientum,765,224,88,1.5,0.1,20.6,1.4
35,"Banana, roasted plantain",Musa x paradisiaca,438,224,103,0.8,0.2,31.1,0.6
36,"Banana, roasted plantain",Psidium guajava,438,-,116,0.8,0.2,31.1,0.6
37,Jackfruit,Psidium guajava,65,2,64,1.1,0.4,15.7,0.4*
38,Jackfruit,Citrus limon,8,-,94,1.5,0.3,24.0,0.6
39,Lemon juice,Citrus limon,77,1,29,1.1,0.3,9.3,0.6
40,Lemon juice,Citrus limon,142,-,25,0.4,0.0,8.6,0.0
41,"Mango, ripe",Eriobotrya japonica,32,1,47,0.4,0.2,12.1,0.3
42,"Mango,unripe",Mangifera indica,3046,22,60,0.5,0.2,15.8,0.1
43,"Mango,unripe",Mangifera indica,486,22,56,0.5,0.1,11.8,0.1
44,Orange,Citrus sinensis,436,1,47,0.9,0.1,11.8,0.1
45,Passion fruit,Passiflora edulis,104,-,97,2.2,0.7,23.4,1.6
46,"Paw paw,ripc papaya",Carica papaya,1577,-,39,0.6,0.1,9.8,0.1
47,Pineapple,Carica papaya,181,4,24,0.4,0.4,6.0,0.1
48,Pineapple,Ananas comosus,35,8,49,0.9,0.2,12.9,0.4*
49,Local fruit composite,,390,8,49,0.9,0.2,12.9,0.4*
50,Animal-source foods:,,,,,12.1,11.1,,2.1
51,"Egg,chicken",Gallus gallus,199,1,158,20.5,11.1,1.2,1.1
52,"Chicken,raw",Gallus gallus,61,223,146,20.5,6.0,0.0,1.1
53,Chicken cooked (braised,Gallus gallus,9,223,161,31.0,6.0,0.0,1.3
54,"Goat,raw",Capra,44,223,150,16.0,10.9,0.0,2.5
55,"Goat,roasted",Capra,6,42,241,16.9,21.4,0.5,5.1'
56,"Mutton,medium fat 21%",Ovis aries,6,42,265,16.9,21.4,0.0,2.0
57,"Bccf,high fat 28%,raw",Bos taurus (B.indicus,91,1b,323,16.5,20.4,0.0,2.5
58,"Beef,medium fat 20%,raw",Bos taurus B.indicus,190,1b,263,18.5,20.4,0.0,2.8
59,"Bcef,lean 14% fat,raw",Bos taurus B.indicus,109,1b,207,19.9,3.8,0.0,6.5
60,Becf liverraw,Bos taurus (B. indicus,10,,140,19.9,3.8,5.3,6.5
61,intestines + stomach,,80,4,143,11.2,10.6,0.0,2.1'
62,"Beefmed fat, braised",Bos taurus B. indicus,8,3,375,14.0,35.0,0.0,2.0
63,"Pork,medium fat 35%,raw",Sus scrofa,8,3,375,14.0,35.0,0.0,1.2
64,"Porklean 24% fat,braiscd",Sus scrofa,18,--,368,0.8,0.1,0.0,0.1
65,"Bones,used for soup broth)",,18,--,5,0.8,0.1,0.0,0.1
66,Termites,Termes spp.,69,4,414,28.8,32.3,0.0,2.5
67,Milkcowfull-fat,Termes spp.,74,4,72,3.3,5.5,2.9,0.1
68,"Milk,cow,2% fat",,74,1,50,3.3,1.9,4.8,0.1
69,ultra-heat treated,,164,1,64,3.3,3.7,4.6,0.1
