,0,1,2,3,4,5,6
0,No.,Pesticide,Parent Ion,Retention time (min),Fragmentation Voltage (volt),Quantification ion (Collision energy),Qualification ion (Collision energy)
1,1,acetamiprid,223,1.4,135,126 (25),73 (5)
2,2,alachlor,270,7.9,100,162 (15),238 (15)
3,3,ametryn,228,2.9,120,186 (30),96 (30)
4,4,azoxystrobin,404,7.1,70,372 (5),344 (5)
5,5,buprofezin,306,8.9,100,57 (15),116 (15)
6,6,carbaryl,202,1.4,50,127 (15),117 (5)
7,7,carbendazim,222,1.2,120,132 (32),160 (16)
8,8,carbofuran,222,5.0,100,123 (30),92 (30)
9,9,chlordiazon,199,5.0,100,92 (15),104 (15)
10,10,cyamoxanil,199,5.5,100,83 (15),128 (15)
11,11,cyazofamid,325,8.2,100,108 (15),261 (15)
12,12,cyproconazole,292,7.4,90,70 (32),125 (32)
13,13,desmedifam,301,7.3,120,136 (30),182 (30)
14,14,diazinon,305,8.8,100,153 (15),169 (15)
15,15, difenoconazol,406,8.5,70,125 (15),171 (15)
16,17,dimethoate,230,5.2,100,125 (15),171 (15)
17,17,ethofumesate,287,7.9,120,217 (20),259 (30)
18,18,fenamiphos,304,7.5,120,217 (20),202 (30)
19,19,fenoxycarb,302,7.9,100,88 (20),116 (20)
20,20,isoproturon,207,6.7,120,72 (30),165 (30)
21,21,methiocarb,226,7.4,120,121(30),169 (30)
22,22,monocrotophos,224,3.6,100,127 (15),98 (15)
23,23,pencycuron,330,8.8,100,182 (5),111 (10)
24,24,phosalone,368,8.8,95,182 (5),111 (10)
25,25,pirimicarb,239,4.6,90,108 (15),182 (20)
26,26,pirimiphos-methyl,252,9.3,100,108 (15),164 (15
27,27,prosulfocarb,218,9.3,140,91 (20),128 (20)
28,28,pymetrozin,218,1.3,90,105(20),78 (20)
29,29,tebuconazol,308,7.8,100,70 (15,125 (15)
30,30,thiaclopride,255,5.7,140,126 (20),128 (20)
31,31,thiamethoxam,292,4.5,105,211(10),132 (15)
32,33,trichlorfon,257,8.9,140,109 (15),221 (20)
33,33,trifloxystrobin,409,8.9,140,186 (20),145 (20)
