,0,1,2
0,Scientific name,Common,Antioxidant capacity
1,,name,(mol BHT equiv/g
2,,,fresh weight(meanSD
3,Lactuca sativa L.,Red lettuce,4.3  0.1
4,Lactuca sativa L.,Rough lettuce,2.8  0.2
5,apsicum annuum L.var.annuum,Green pepper,3.00.6
6,Capsicum annuum L.var.annuum,Red pepper,5.00.3
7,Nasturtium officin R.Br.,Watercress,9.60.8
8,Cichorium intybus L.,Wild chicory,5.20.3
9,Eruca sativa,Arugula,1.50.1
10,Brassica oleracea L.,White cabbage,0.30.0
11,Brassica oleracea L.,Red cabbage,8.00.2
12,Solanum gilo,Eggplant,1.60.2
