,0,1,2,3,4,5,6,7,8,9,10,11
0,Juice(cultivar),Storage conditions,C-3-Glu,Dd [%],P-3-Glu,Dd [%],C-3-mGlu,Dd [%],P-3-mGlu,Dd [%],TA,Dd [%]
1,Flair,0m,2.35  0.01e,,93.36 1.60c,,1.180.00i,,15.700.86,,112.59d,
2,,"6m,4C",0.95  0.00b,59.64,35.37  1.09k,62.11,0.80  0.09k,31.73,4.98  0.07h,68.27,42.11k,62.60
3,,"6m,20C",0.000.00,100.00,6.12 0.62n,93.44,0.22 0.00,81.34,0.17  0.00n,98.95,6.51n,94.22
4,Florence,0m,6.78  0.05a,,133.523.05a,-,1.73  0.02e,-,15.900.34,,157.92b,
5,,"6m,4C",2.28  0.07f,66.32,43.76  0.85h,67.23,0.27  0.00n,84.29,4.59  0.10,71.14,50.90h,67.77
6,,"6m,20",0.000.00,100.00,2.930.00,97.80,0.170.01P,90.30,0.110.00P,99.29,3.22r,97.96
7,Honeoye,0m,3.03  0.01d,,128.66  2.04b,,1.400.11h,,7.86  0.12f,,161.40a,
8,,"6m,4C",0.99 0.00i,67.20,40.26  1.00i,68.71,0.80  0.05k,42.83,7.86  0.12f,72.24,49.91i,69.08
9,,"6 m,20C",0.37  0.02n,87.80,5.030.50,96.09,0.750.01,46.73,0.23  0.03,99.20,6.370,96.05
10,Kimberly,0m,3.13  0.03c,,90.72  1.20d,-,5.71  0.20b,-,9.23  0.17e,,108.79e,
11,,"6m,4C",1.15  0.05i,63.37,36.95  1.45j,59.27,3.39  0.12d,40.56,3.63  0.12j,160.69,45.12i,58.53
12,,"6m,20C",0.000.00,100.00,2.590.10s,97.15,0.160.00,197.14,0.180.01m,198.08,2.93s,97.31
13,Pandora,0m,1.42 0.04h,,76.48  3.20f,,1.69  0.03f,,4.54  0.20i,,84.13f,
14,,"6m,4C",0.56  0.02,60.47,24.31  0.80l,68.21,0.96  0.02j,43.08,1.24  0.08k,72.59,27.08,67.81
15,,"6 m,20C",0.000.00,100.00,0.870.09,198.86,0.090.01s,94.63,0.000.00,100.00,0.96u,98.86
16,Roxana,0m,3.97  0.03b,-,67.84  0.45g,-,9.020.10a,-,1.12 0.01,-,81.968,
17,,"6m,4C",0.46 0.00m,88.39,7.10  0.00m,89.54,1.29  0.04h,85.71,0.110.00P,90.17,8.96m,89.07
18,,"6m,20C",0.000.00,100.00,1.410.01,97.92,0.430.00m,95.21,0.000.00,100.00,1.85t,97.75
19,Rumba,0m,2.13  0.08g,,81.871.02e,,4.88  0.11c,-,24.51  1.32b,,113.38c,
20,,"6m,4C",0.58  0.011,72.81,23.99  0.50,70.69,1.62  0.01g,66.80,6.04  0.14g,75.37,32.23 1,71.57
21,,"6 m,20C",0.000.00,100.00,4.190.03P,94.88,0.600.01,87.68,0.120.00,99.52,4.91P,95.67
