,0,1,2,3
0,Genotype,Flower,Vicine-convicine,Origin/breeder
1,,colora,levelb,
2,1070-1-5,White,Low,Crop Development Centre
3,,,,CDCCanada
4,1139-11,White,Low,Crop Development Centre
5,,,,"CDC,Canada"
6,1142-16,White,Low,Crop Development Centre
7,,,,"CDC,Canada"
8,219-16,White,High,Crop Development Centre
9,,,,"CDC),Canada"
10,667-5,White,High,Crop Development Centre
11,,,,"CDC,Canada"
12,826-18,White,High,Crop Development Centre
13,,,,"CDC,Canada"
14,951-1-11,White,Low,Crop Development Centre
15,,,,CDCCanada
16,AO1155,White,Low,"Agriobtentions, France"
17,DL Tesero,White,High,"DL Seeds, Canada"
18,NPZ16.7601,White,Low,Norddeutsche Pflanzenzucht
19,,,,"NPZ),Germany"
20,NPZ16.7610,White,Low,Norddeutsche Pflanzenzucht
21,,,,"NPZ,Germany"
22,Snowbird,White,High,"Limagrain, The Netherlands"
23,346-10,Spotted,High,Crop Development Centre
24,,,,"CDC,Canada"
25,700-19,Spotted,High,Crop Development Centre
26,,,,"CDC),Canada"
27,Fabelle,Spotted,Low,Norddeutsche Pflanzenzucht
28,,,,"(NPZ),Germany"
29,1020-1-18,Spotted,High,Crop Development Centre
30,,,,"CDC,Canada"
31,1041-7,Spotted,High,Crop Development Centre
32,,,,CDCCanada
33,Boxer,Spotted,High,Lantmannen SW Seed
34,,,,HadmerslebenSweden
35,Fanfare,Spotted,High,Norddeutsche Pflanzenzucht
36,,,,"NPZ,Germany"
37,GNF-17021,Spotted,High,Saatzucht Gleisdorf (SZG)
38,,,,Austria
39,GNF-17041,Spotted,High,Saatzucht Gleisdorf (SZG)
40,,,,Austria
41,GNF-17061,Spotted,High,Saatzucht Gleisdorf (SZG)
42,,,,Austria
43,Laura,Spotted,High,Lantmannen SW Seed
44,,,,"Hadmersleben,Sweden"
45,NPZ15.7033,Spotted,High,Norddeutsche Pflanzenzucht
46,,,,"NPZ),Germany"
47,NPZ16.7201,Spotted,Low,Norddeutsche Pflanzenzucht
48,,,,"NPZ,Germany"
49,NPZ16.7220,Spotted,Low,Norddeutsche Pflanzenzucht
50,,,,"NPZ,Germany"
51,NPZ16.7230,Spotted,Low,Norddeutsche Pflanzenzucht
52,,,,"NPZ),Germany"
53,RLS57301,Spotted,Low,Norddeutsche Pflanzenzucht
54,,,,"NPZ),Germany"
55,Tiffany,Spotted,Low,Norddeutsche Pflanzenzucht
56,,,,"NPZ),Germany"
57,Trumpet,Spotted,High,Norddeutsche Pflanzenzucht
