,0,1,2,3,4,5,6,7,8
0,Metalic,Method,Sample,LRg,LODb (g,LOQc(g,RSD,EFe,Ref.
1,ion,,,L-1,L-1,L-1,d (%),,
2,Pb(II),DES-LPME-SQTFAASf,Milk,50-1000,8.7,29,3.1,48,"(Borahan et al.,"
3,,,,,,,,,2019)
4,Pb(II),SPE/STAT-FAASg,"Milk,yogurt",0.5-10.0,0.15,0.5,9,50,Er et al.2013
5,Pb(II),Microwave-assisted digestion/GFAASh,Milk powder,1.00-20.0,0.110,0.330,1.9,,"(Evgenakis et al.,"
6,Cu(II),,,5.00-100,0.350,2.26,0.72,,2018)
7,Pb(II),Microwave/ICP-AESi,Cow milk,-,1.0,-,,-,(Pilarczyk et al.
8,Cu(II),,,,0.4,,,,2013)
9,Pb(II),Tungsten permanent modifier with coinjection of Pd,Milk,-,15,-,<6,-,Freschi et al.2012
10,,NO2-GFAAS,,,,,,,
11,Cu(II),Microwave digestion-ICP-OESj,Vegan milk and,,2.01,10,<2,-,"Karasakal,2020)"
12,Pb(II),,oils,,17,25,,,
13,Cu(II),MDSPE-DLLMEK-FAAS,Milk,0.50-40,0.16,0.50,2.8,183,This study
14,Pb(II),,,0.75-40,0.22,0.75,3.7,184,
