,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Fruit/vegetable,Food intake (g food/p/day),Food intake (g food/p/day),Food intake (g food/p/day),a-carotene,a-carotene,,-carotene,-carotene,,-cryptoxanthin,-cryptoxanthin,,RE,,
1,,BP,Women,Men,BP,Women,Men,BP,Women,Men,BP,Women,Men,BP,Women,Men
2,Fruits,,,,,,,,5.8,,,,,,,
3,Acai,3.0,2.4,3.5,1.4,1.1,1.6,7.2,5.8,8.4,,,,1.3,1.1,1.5
4,Apple,11.6,18.8,9.5,,,,7.5,8.8,19.6,,,,1.3,1.5,1.0
5,Banana,18.6,2.4,18.3,26.2,26.5,25.8,19.9,20.1,19.6,,,,5.5,5.6,5.4
6,Fruit salad,2.2,2.4,2.0,1.2,1.3,1.1,1.5,1.6,1.4,3.1,3.4,2.8,0.6,0.7,0.6
7,Grape,1.2,4.5,1.3,,,,2.4,2.2,2.6,,,,0.4,0.4,0.4
8,Mango,20.6,4.5,4.9,,,,43.2,41.4,45.1,1.3,1.2,1.3,7.3,7.0,7.6
9,Orange,20.6,8.6,20.4,17.9,18.0,17.7,18.5,18.6,18.4,51.1,51.3,50.6,8.8,8.9,8.8
10,Other fruits,7.7,8.6,6.7,0.3,0.4,0.3,12.9,14.4,11.2,21.2,12.8,10.0,3.1,3.5,2.7
11,Papaya,6.4,7.9,4.7,,,,3.1,3.9,2.3,21.2,26.1,15.6,2.3,2.8,1.7
12,Pineapple,1.4,1.6,1.1,,,,0.42,0.5,0.3,,,,0.1,0.1,0.1
13,Tangerine,4.5,4.8,4.2,,,,9.6,10.2,8.9,37.9,40.5,35.4,4.8,5.1,4.4
14,Watermelon,4.2,4.8,3.6,,,,15.3,17.5,13.1,,,,2.6,39.4,2.2
15,Subtotal,86.1,91.1,80.2,47.0,47.3,46.5,141.5,145.0,137.5,126.1,135.3,115.7,38.1,39.4,36.4
16,Vegetables,,,,,,,,,,,,,,,
17,Cabbage,0.8,1.0,0.9,,,,0.4,0.4,0.3,,,,0.1,0.1,0.1
18,Chayote,0.8,0.8,0.7,,,,0.1,0.1,0.1,,,,0.0,0.0,0.0
19,Carrot,0.9,1.1,0.8,31.5,38.5,28.0,55.4,67.7,49.2,,,,11.9,14.5,10.5
20,Cassava,6.1,5.4,6.9,,,,16.4,14.5,18.6,,,,2.7,2.4,3.1
21,Cucumber,0.6,0.5,0.7,,,,0.1,0.1,0.1,,,,0.0,0.0,0.0
22,Curly lettuce,3.6,3.9,3.3,,,,55.8,60.5,51.2,,,,9.3,28.2,8.5
23,Kale,3.8,4.1,3.6,,,,156.6,168.9,148.3,,,,26.1,28.2,24.7
24,Other salads,1.4,1.6,1.3,0.0,0.1,0.0,27.1,31.0,25.2,0.0,0.0,,4.5,5.2,4.2
25,Other vegetables,4.6,4.4,4.8,0.0,0.0,0.0,12.3,11.8,12.8,0.1,0.1,0.1,2.1,2.0,2.1
26,Potato,2.3,14.0,15.4,58.2,55.7,,0.2,0.2,0.2,,,,,2.0,
27,Pumpkin,2.3,2.2,2.4,58.2,55.7,60.7,141.9,135.7,148.1,,,,45.5,27.3,29.7
28,Raw salads,14.8,15.8,13.7,25.9,27.7,24.0,260.1,277.6,240.7,,,,45.5,48.6,42.1
29,Sweet potato,2.5,2.3,2.6,,,,28.8,26.5,29.9,,,,4.8,4.4,5.0
30,Tomato,6.5,5.8,7.3,,,,20.8,18.6,23.4,,,,3.5,3.1,3.9
31,TOTAL,63.6,62.9,64.4,115.6,83.3,84.7,776,730.8,679.9,0.1,0.1,,139,128.7,120.3
32,TOTAL,149.7,,,162.6,,,917.5,,,126.2,,,177.1,185.1,170.5
