,0,1,2,3,4,5,6
0,,Raw,Roasted,Grilled,Stewed,RMSE,
1,,30,10,10,10,,
2,Fe mg/100g food,2.51 c,3.98 a,1.55 a,3.04 b,0.788,**
3,Zn mg/100 g food,2.51 c,3.98 a,3.03 b,3.04 b,0.084,**
4,Vit B2 mg/kg food,1.11,1.16,1.10,1.13,0.084,
5,Vit B3 mg/kg food,126.97 b,156.80 a,151.40 a,158.50 a,64.663,
6,Vit B12 g/kg food,19.13,19.70,20.00,20.80,2.737,ns
7,Fe mg/100g DM,4.31 a,9.61 a,4.18 a,4.00 ab,1.252,**
8,Zn mg/100 g DM,8.88 ab,9.61 a,8.15 bc,7.32 c,3.206,***
9,Vit B2 mg/kg DM,3.93 a,2.79 b,2.94 b,2.72 b,2.503,.**
10,Vit B3 mg/kg DM,447.78 a,377.79 b,405.80 b,381.06 b,138.941,.**
11,Vit B12 g/kg DM,67.51 a,47.40 b,53.58 b,50.11 b,39.167,
