,0,1,2,3,4,5,6,7
0,,Edible ripening stage,,,,,,
1,Parameter,,2,3,4,,6,
2,Fructose,0.84  0.03 c,0.89  0.01 bc,0.92  0.03 b,1.09  0.03 a,0.87  0.02 bc,0.85  0.03 c,0.89  0.02 bc
3,Glucose,0.78  0.02 c,0.91  0.01 ab,0.85  0.02 b,0.97  0.02 a,0.77 0.02 c,0.69  0.02 d,0.73  0.03 cd
4,Sum of quantified sugars,1.62  0.05 d,1.80  0.02 b,1.77  0.05 c,2.06  0.05 a,1.64  0.04 d,1.54  0.05 e,1.62  0.05 d
5,Citric acid,275.4  9.48 d,452.5  7.21 bc,422.3  12.78 c,460.3  15.21 abc,500.1  22.37 a,478.1  11.03 ab,431.6  17.55 c
6,Malic acid,93.65  0.44 a,92.51  4.05 a,77.19  1.31 b,86.65  3.85 a,74.77  2.18 b,76.48  2.99 b,74.88  2.52 b
7,Malonic acid,184.9  7.44 d,195.6  5.64 d,194.9  2.81 d,221.0  8.43 c,274.2  2.88 b,286.0  6.90 ab,298.4  3.65 a
8,Sum of quantified organic acids,553.9  17.36 e,740.6  16.92 cd,694.4  16.90 d,767.9  27.49 bc,849.1  27.43 a,840.6  20.92 a,804.9  23.69 ab
9,Total titratable acidity,0.38  0.01 d,0.49  0.01 c,0.64  0.01 b,0.65  0.01 b,0.64  0.01 b,0.72  0.01 a,0.68  0.02 ab
