,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Alc.beverage,"Concentration,mg/L","Concentration,mg/L",,,,,,,,,,,
1,,Al,Ca,Cd,Cu,Fe,Pb,Mg,Mn,Ni,K,Na,Zn,Ref.
2,Anisette,,,,,,0.086-0.445,,,,,,,Mena et al. (1997)
3,Beer,,,,0.1-58,0.2-25,ND-0.245,,,,,,0.1-68,"Reilly 1973,Mena et al."
4,,,,,,,,,,,,,,(1997)
5,Beverage,,,,0.4,0.7,0.165-0.390,,,,,,0.3,"Maranda1986,Mena"
6,spirits,,,,,,,2.0,,,,,3.0,et al.1997
7,Brandy,,ND-14.8,,2.0-14.6,ND-2.30,ND-0.224,2.0,,,,,3.0,"Cyro1976,Bakalov et al"
8,,,,,,,,,,,,,,"1989,Mena et al.1997"
9,,,,,,,ND-0.421,,,,,,,Soufleros et al. (2004)
10,Cachaza,,1.36-44.6,,0.04-14.3,0.01-2.24,ND-0.421,,,,,,,"Bettin et al. (2002),"
11,,,,,,,,2.0,,,,,,Soufleros et al. (2004
12,Cognac,,6.0-11,,0.005-5.31,0.1,0.008-0.420,2.0,,,,,0.016-3.0,"Cyro1976,Soufleros"
13,,,,,,,,,,,,,,"et al.2004,Barbeira and"
14,,,,,,,,,,,,,,Stradiotto (1998)
15,Finnish berry,,,<0.005,,,<0.1,,,,,,,Harju and Ronkainen
16,liqueurs,,,,,,,,,,,,,(1984
17,Gin,,1.0,,0.5,ND,ND-0.035,0.5,,,,,0.5,"Cyro1976,Mena et al."
18,,,,,,,,,,,,,,(1997)
19,Rum,,4.0,,0.5,1.0,ND-0.070,2.0,,,,,3.0,"Cyro 1976, Mena et al."
20,,,,,,,,,,,,,,1997)
21,Scotch whiskey,,0.5-4,,0.1-1.7,0.02-28,<0.005,0.02-4,,0.002-0.6,,2-24,0.02-20,Adam et al. (2002)
22,Sherry brandy,0.02-1.58,ND-14.8,5.31-0.30,0.22-5.31,ND-2.03,0.008-0.073,0.06-11.20,,,0.11-70.06,17.8-635,,Camean et al. (2001
23,Sugar cane,,,,0.04-7.0,0.01-1.28,,,,,,,,"Bettin et al. (2002,"
24,spirits,,,,,,,,,,,,,Soufleros et al. (2004)
25,Tequila,,,,0.38-11.80,,,,,,,,,Carreon-Alvarez et al.
26,,,,,,,,,,,,,,(2008)
27,Vodka,,3.0,,0.5,ND,,0.5,,,,,ND,Cyro (1976)
28,Whiskey,,4.0,,0.23-0.5,ND-0.1,0.02-0.195,1.0,,,,,0.5,"Cyro 1976, Mena et al."
29,(regular),,,,,,,,,,,,,"1997, Soufleros et al."
30,,,,,,,,,,,,,,(2004)
31,"Wine,fruit",0.017-14.3,3.50-241,ND-0.052,ND-7.62,ND-23.7,ND-1.125,7.8-718,ND-5.5,0.073-19.4,265-3056,ND-310,ND-8.9,"Bulinski et al.(1995,"
32,"wine,",,,,,,,,,,,,,"Mena et al.1997,"
33,cocktails,,,,,,,,,,,,,"Soufleros et al. (2004,"
34,,,,,,,,,,,,,,"Pohl2007b,Dugo et al"
35,,,,,,,,,,,,,,"2005,Barbeira and"
36,,,,,,,,,,,,,,Stradiotto (1996)
