,0,1,2,3,4,5,6,7,8,9,10,11
0,Food category,Blue No.1,,Red No. 3,,,Red No. 40,,Yellow No.5,,Yellow No.6,
1,,mg/kg/day,% ADI,mg/kg/day,% ADI,mg/kg/day,mg/kg/day,% ADI,mg/kg/day,%ADI,mg/kg/day,% ADI
2,Juice drinks,0.05,0.40,,-,0.11,,9,0.07,1,,-
3,Breakfast cereal,0.04,0.30,-,-,0.11,,2,0.3,6,0.23,6
4,Frozen desserts,0.009,0.10,0.52,2,0.2,,3,0.03,1,0.04,1
5,Ice cream cones,0.16,1.30,0.05,0.20,0.05,,1,0.1,,0.05,1
6,"Soft drinks, fruit-flavored",0.0003,0.003,-,-,0.53,,8,0.23,5 %,0.33,9
7,Frosting and icings,0.07,0.60,0.1,0.40,0.01,,0.10,0.005,0.10,0.001,0.03
8,Fruit snacks/candy,0.05,0.40,,,0.16,,2,0.13,3,0.11,3
9,Decoration chips,0.02,0.20,0.02,0.10,0.01,,0.10,0.01,0.20,0.01,0.30
10,Water enhancers,0.01,0.10,,,0.05,,1,0.05,1,-,-
11,Powder drink mix,0.0001,0.001,-,-,0.47,,7,0.25,5,0.11,3
