,0,1,2,3,4,5,6,7,8,9
0,,%,%,Diatary Fiber,dry'basis,g/100g),"Dietary Fiber,as is' basis g/100 g","Dietary Fiber,as is' basis g/100 g","Dietary Fiber,as is' basis g/100 g",Ratio
1,Treatment,potatol,,Insoluble,Soluble,Total,Insoluble,Soluble,Total,sol/insol
2,Flesh only,,,,,,,,,
3,Raw,84.1,803,2.5b,4.3a,6.8b,0.5b,0.8a,1.3b,1.7a
4,Boiled,91.3,80a3,3.2a,4.3a,7.5a,0.7a,0.9a,1.5a,1.3b
5,SEM2,---,0.3,0.05,0.12,0.14,0.01,0.02,0.03,0.05
6,Fiesh+skin,,,,,,,,,
7,Raw,100.0,81A3,3.5B,4.4A,7.9B,0.78,0.9A,1.5B,1.3A
8,Boiled,100.0,80B,4.2A,4.2A,8.5A,0.8A,0.8A,1.7A,1.0B
9,SEM,,0.1,0.07,0.07,0.13,0.01,0.02,0.02,0.02
