,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Sample,n,Water,,Fe,Cu,Mn,Zn,Co,Co,Ni,Se,,Al,Cd,Pb
1,,,%,,mg/100 g dry matter,mg/100 g dry matter,mg/100 g dry matter,,,,,,,,,
2,"Potato, new, Solanum tuberosum",2,79.3,,3.4,0.6,0.7,1.0,0.008,0.008,0.049,0.003,0.003,2.7,0.007,0.005
3,"Carrot,Daucus carota",1,87.9,,3.0,0.5,2.7,2.1,0.004,0.004,0.06,0.002,0.002,0.8,0.028,0.013
4,"Carrot, organic",1,89.2,,3.4,0.6,1.2,2.1,0.003,0.003,0.048,<0.001,<0.001,1.2,0.012,0.010
5,"Beet root, Beta vulgaris",1,86.8,,2.9,0.6,3.0,1.6,0.012,0.012,0.089,0.002,0.002,1.0,0.014,0.006
6,"Parsnip, Pastinaca sativa",1,80.2,,3.0,0.6,1.0,2.1,0.003,0.003,0.056,0.002,0.002,0.9,0.010,0.008
7,"Celery root, Apium graveolens",1,88.8,,5.5,1.2,1.5,3.7,0.003,0.003,0.067,0.002,0.002,0.7,0.057,0.007
8,"Turnip, Brassica rapa",1,91.6,,4.0,0.4,1.0,2.4,0.015,0.015,0.073,0.018,0.018,0.6,0.012,0.012
9,"Swede, Brassica napus",1,90.2,,3.4,0.3,1.1,1.9,0.007,0.007,0.059,0.009,0.009,1.0,0.008,0.007
10,"Radish, Raphanus sativus",1,96.5,,6.5,0.3,1.0,3.1,0.013,0.013,0.055,<0.001,<0.001,3.2,0.008,0.036
11,"Jerusalem artichoke, Helianthus tuberosus",1,83.4,,1.8,1.0,0.2,1.4,0.001,0.001,0.154,0.002,0.002,0.7,0.003,0.007
12,Table 3e,,,,,,,,,,,,,,,
13,Mineral element contents of vegetables,,,,,,,,,,,,,,,
14,Sample,,,,n,,Water,,,K,,Ca,,Mg,,P
15,,,,,,,%,,,mg/100 g dry matter,mg/100 g dry matter,mg/100 g dry matter,,,,
16,"Cauliflower, Brassica oleracea var. botrytis",,,,1,,92.7,,,4250,,312,,195,,620
17,"Broccoli, Brassica oleracea var. italica",,,,1,,88.3,,,3480,,275,,189,,550
18,"Squash, Cucurbita pepo",,,,1,,95.2,,,4660,,359,,319,,600
19,"Aubergine, Solanum melongena",,,,1,,93.7,,,2780,,127,,198,,400
20,"Cabbage, white, Brassica oleracea var. capitata ""f. alba""",,,,1,,93.5,,,3110,,490,,147,,350
21,"Cabbage, red, Brassica oleracea var. capitata",,,,1,,91.9,,,3090,,422,,165,,330
22,"Onion, Allium cepa",,,,1,,87.3,,,1500,,156,,85,,275
23,"Onion, organic, Allium cepa",,,,1,,87.3,,,1640,,156,,97,,300
24,"Onion, red , Allium cepa",,,,1,,85.5,,,1480,,151,,208,,290
25,"Beans, green, Phaseolus vulgarus",,,,1,,88.9,,,2780,,940,,208,,320
26,"Sweet pepper, green, Capsicum annuum",,,,1,,94.3,,,2740,,98,,142,,230
27,"Sweet pepper, yellow, Capsicum annuum",,,,1,,93.3,,,2440,,75,,119,,240
28,"Sweet pepper, red, Capsicum annuum",,,,1,,92,,,3830,,69,,120,,230
29,"Tomato, Lycopersicon esculentum",,,,1,,94.5,,,3830,,111,,145,,400
30,"Cucumber, Cucumis sativus",,,,1,,96.4,,,4820,,451,,265,,610
31,Table 3f,,,,,,,,,,,,,,,
32,Trace element contents of vegetables,,,,,,,,,,,,,,,
33,Sample,,,n,Water,Fe,Cu,Mn,Zn,Co,Ni,Se,Se,Al,Cd,Pb
34,,,,,%,,mg/100 g dry matter,mg/100 g dry matter,,,,,,,,
35,"Cauliflower, Brassica oleracea var. botrytis",,,1,92.7,5.9,0.4,2.1,3.7,0.011,0.080,,0.013,0.9,0.005,0.004
36,"Broccoli, Brassica oleracea var. italica",,,1,88.3,6.4,0.5,2.1,4.6,0.018,0.081,,0.027,1.1,0.007,0.014
37,"Squash, Cucurbita pepo",,,1,95.2,7.3,0.9,2.7,4.0,0.013,0.141,,0.004,0.8,0.010,0.014
38,"Aubergine, Solanum melongena",,,1,93.7,3.1,0.5,2.4,1.5,0.003,0.002,,<0.001,0.4,0.002,0.005
39,"Cabbage,white, Brassica oleracea var. capitata ""f. alba""",,,1,93.5,5.3,0.2,4.7,1.5,0.006,0.014,,0.023,1.0,0.005,0.005
40,"Cabbage, red, Brassica oleracea var. capitata",,,1,91.9,5.3,0.2,1.8,1.6,0.005,0.037,,0.02,0.3,0.005,0.007
41,"Onion, Allium cepa",,,1,87.3,2.8,0.4,1.4,1.6,0.004,0.028,,0.011,0.5,0.007,0.009
42,"Onion, organic, Allium cepa",,,1,87.3,2.4,0.5,0.8,1.3,0.003,0.015,,<0.001,0.6,0.003,0.011
43,"Onion, red, Allium cepa",,,1,85.5,2.5,0.5,1.8,2.2,0.006,0.038,,0.011,0.4,0.015,0.011
44,"Beans, green, Phaseolus vulgarus",,,1,88.9,6.7,0.6,1.8,2.4,0.007,0.183,,0.003,1.3,0.004,0.014
45,"Sweet pepper, green, Capsicum annuum",,,1,93.3,4.3,0.5,1.9,2.5,0.002,0.005,,<0.001,0.8,<0.001,0.005
46,"Sweet pepper, yellow, Capsicum annuum",,,1,93.3,4.1,0.4,1.6,2.0,0.007,0.041,,<0.001,0.6,0.003,0.005
47,"Sweet pepper, red, Capsicum annuum",,,1,92,3.9,0.5,1.6,2.0,0.001,0.022,,<0.001,0.9,0.001,0.004
48,"Tomato, Lycopersicon esculentum",,,1,94.5,2.9,0.4,1.8,1.2,0.003,0.002,,<0.001,0.5,<0.001,0.002
49,"Cucumber, Cucumis sativus",,,1,96.4,5.5,0.5,3.2,2.4,0.005,0.012,,0.002,1.0,0.002,0.003
