,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compounds,Bluebell,,,,,,Melody,,,,,
1,,Peel,RSD(%),Flesh,RSD(%),Entire,RSD(%),Peel,RSD(%),Flesh,RSD(%),Entire,RSD(%)
2,Caffeic acid derivatives,,,,,,,,,,,,
3,Caffeoyl putrescine,51.74 b,2.1,ND,-,24.82 c,1.9,64.66a,3.8,ND,-,4.65d,3.1
4,1-Caffeoylquinic acid,267.29 a,4.5,ND,-,63.67 c,1.8,184.13b,1.4,10.67e,6.7,50.82d,2.8
5,Bis(dihydrocaffeoyl) spermine,29.64 a,3.3,ND,-,12.22 b,3.5,15.71b,1.4,ND,-,8.07c,6.4
6,Chlorogenic acid,904.21 a,9.7,ND,-,353.22 b,3.7,351.32b,3.7,47.10e,1.6,168.89d,1.9
7,4-Caffeoylquinic acid,249.96 b,5.2,ND,-,59.16 c,2.3,324.01a,4.0,16.03e,2.8,90.19d,5.8
8,Caffeic acid,249.96 b,3.6,ND,-,59.16 c,2.1,324.01a,4.2,ND,-,29.40d,4.6
9,Bis(dihydrocaffeoyl) spermidine,29.30 a,1.5,ND,,17.74 c,1.6,21.37b,1.3,ND,-,3.65d,2.7
10,Tris(dihydrocaffeoyl)spermine,39.24 b,2.3,ND,-,17.80 c,1.1,198.97a,1.3,ND,-,12.54d,2.6
11,Rutin,ND,-,ND,-,ND,-,198.97a,2.3,10.76c,5.7,36.00b,7.1
12,Kaempferol-3-O-rutinoside,ND,,ND,-,ND,-,87.98a,2.0,5.85c,4.9,17.29b,2.3
13,"3,4-Di-caffeoyl quinic acid",46.84 a,1.4,ND,-,18.75 b,1.6,ND,-,ND,-,ND,-
14,"3,5-Di-caffeoyl quinic acid",205.55 a,2.9,ND,-,52.66 b,2.3,ND,-,ND,-,ND,-
15,"N,N,N-tris(dihydrocaffeoyl)",25.15 b,0.9,ND,-,21.76 b,1.6,59.69a,1.7,ND,-,1.70c,6.0
16,spermidine,,,,,,,,,,,,
17,"4,5-Di-caffeoyl quinic acid",38.35 a,1.1,ND,-,15.87 b,2.5,ND,-,ND,2.6,ND,-
18,Total,2349.01 a,6.8,-,-,799.51 c,6.8,1650.06b,6.9,90.41e,2.6,423.20d,7.3
19,Of which caffeoylquinic acid isomers,1923.97 a,6.1,,-,658.22 c,7.9,834.96b,7.1,73.80e,1.8,309.90d,6.9
20,Ferulic acid derivatives,,,,,,,,,,,,
21,5-0-feruloyl quinic acid,25.18 a,1.3,10.05,3.6,17.90 b,1.5,26.22a,9.4,ND,-,6.66c,1.7
22,Ferulic acid derivative,35.36a b,2.2,10.05,3.6,41.37 a,2.7,30.38b,1.4,3.94d,4.8,6.66c,3.4
23,N-[2-hydroxy-2-(4-hydroxyphenyl),167.76 a,6.4,ND,-,41.00 c,2.4,126.96b,3.5,ND,-,8.10d,5.6
24,ethyl] ferulamide,,,,,,,,,,,,
25,Total,228.30 a,3.3,10.05 e,2.9,100.27 c,1.3,183.56b,2.9,3.94f,6.1,16.69d,4.1
26,TOTAL,2577.31 a,4.0,10.05 f,3.1,899.78 c,7.6,1833.63b,8.9,94.36e,7.6,439.90d,6.8
