,0,1,2,3,4,5,6,7
0,Grape varieties,Soluble,Citric acid,Tartaric acid,Malic acid,Total acidity,Titratable,pH
1,,solids (%),(mg/l),(g/1),(g/1),g/1),acidityb (g/l),
2,Yapincak,21.0,181,4.70,2.66,7.55,5.55,3.4
3,Riesling,23.0,51,4.21,2.72,6.98,4.60,3.5
4,Clairette,22.9,72,4.70,2.18,6.95,4.65,3.6
5,Narince,22.3,46,4.72,1.65,6.41,3.75,3.7
6,Kabarcik,20.5,32,4.07,1.90,6.00,3.20,4.0
7,Rhazaki,23.1,31,4.81,2.82,7.65,3.83,3.8
8,Muskule,17.4,79,4.88,2.67,7.63,5.33,3.3
9,Hafiz Ali,19.7,45,4.47,2.32,6.84,3.90,3.8
10,Italian,20.8,68,4.29,3.47,7.83,5.10,3.5
11,Hasandede,16.5,56,4.64,1.91,6.61,4.01,3.6
12,Seedless Sultana,19.0,74,4.92,1.36,6.35,3.00,3.9
13,Minimum,16.5,31,4.07,1.36,6.00,3.00,3.3
14,Maximum,23.1,181,4.92,3.47,7.83,5.55,4.0
15,Mean,20.6,67,4.58,2.33,6.98,4.27,3.7
16,St. Deviation,2.25,7.03,0.18,0.29,0.42,0.84,0.22
17,CV,10.92,10.49,3.93,12.45,6.02,19.67,5.95
