,0,1,2,3,4,5,6,7,8,9,10,11
0,,Days im mlIK,,,,,,,,,,SEM
1,,30,60,90,120,150,180,210,240,270,300,
2,C4:0,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.031
3,C6:0,0.26,0.27,0.27,0.25,0.23,0.23,0.21,0.22,0.23,0.20,0.086
4,C8:0,4.03A,4.08A,3.78A,3.36AB,3.01AB,2.89B,2.54B,2.64B,3.06AB,2.45B,1.027
5,C10:0,9.46a,9.80a,8.49ab,7.05ab,6.32b,6.10b,6.10b,6.08b,6.51ab,5.99b,2.604
6,C11:0,1.22,0.91,0.73,0.78,0.74,0.83,1.04,0.88,0.99,1.03,0.500
7,C12:0,0.02,0.03,0.03,0.02,5.34,5.30,0.03,5.86,0.03,5.98,2.594
8,C13:0,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.022
9,C14:0,6.36,0.28b,5.36,0.28b,4.61,4.73,4.58,0.40a,5.41,5.75,1.683
10,C14:1,0.36a,0.28b,0.23c,0.28b,0.27b,0.30b,0.34b,0.40a,0.36a,0.42a,0.134
11,C15:0,0.28,0.28,0.30,0.34,0.35,0.36,0.35,0.61,0.39,0.52,0.378
12,C15:1,0.11c,0.13 BC,0.13BC,0.16B,0.16B,0.16B,0.17B,0.18AB,0.15B,0.21A,0.059
13,C16:0,21.25,20.76,20.65,20.87,20.68,22.07,21.12,22.50,20.75,22.82,2.941
14,C16:1,3.94a,2.96ab,2.78b,0.22B,4.18a,4.45a,4.03a,4.85a,3.81ab,4.13a,1.709
15,C17:0,0.23B,0.25B,0.24B,0.368,0.22,0.228,0.20B,0.44B,0.218,0.304,0.072
16,C17:1,0.37B,0.35B,0.31B,0.368,0.40B,0.43B,0.39B,1.58,0.36B,0.53A,0.133
17,C18:0,1.85,1.90,2.06,1.94,1.84,1.74,1.73,1.58,1.66,1.78,0.39
18,C18:1 trans-9,0.03,0.02,0.02,1.15,0.04,0.03,0.03,0.11,0.03,0.03,0.125
19,C18:1 trans-11,1.24,0.93,1.09,1.15,1.23,1.31,1.12,1.28,1.14,1.27,0.417
20,C18:1 cis-9,20.67,22.14,24.61,25.41,26.13,26.53,23.88,25.96,25.95,23.26,4.500
21,"C18:2 trans-9,12",0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.027
22,"C18:2 cis-9,12",11.52,12.79,14.80,14.73,13.79,13.30,13.16,12.97,15.26,13.80,4.54
23,C18:3n3,0.28,0.30,0.33,0.28,0.30,0.30,0.26,0.28,0.27,0.26,0.07
24,C18:3 n6,0.03B,0.03B,0.03B,0.03B,0.04AB,0.03B,0.04AB,0.04AB,0.04AB,0.05A,0.021
25,C20:0,0.03,0.04,0.04,7.13b,0.03,0.04,0.03,6.38b,6.44b,0.04,0.022
26,C20:1,7.53b,5.80b,5.86b,7.13b,9.20a,7.79ab,7.98a,6.38b,6.44b,8.09a,4.225
27,C21:0,0.03,0.04,0.05,0.04,0.09,0.05,0.04,0.05,0.04,0.04,0.081
28,C20:2,0.15,0.17,0.17,0.17,0.172,0.16,0.17,0.16,0.18,0.15,0.063
29,C20:3n3,0.19,0.22,0.15,0.19,0.21,0.18,0.18,0.18,0.16,0.18,0.134
