,0,1,2,3,4,5,6,7
0,,Lake Bolsena,,Lake Bracciano,,,Lake Salto,
1,,Mean+sD,Range,Mean+sD,Range,Mean+sD,Range,Range
2,Length (cm),32.621.38a,30.88-33.75,31.021.47a,29.00-32.30,30.911.24a,,29.25-32.25
3,Weight (g),259.7811.74a,246.57-272.21,223.0345.45a,156.13-256.34,237.3824.56a,200.69252.23,200.69252.23
4,Edible portion (% weight),73.462.06a,71.29-76.18,71.72 2.60a,69.30-75.40,79.521.98b,,77.69-81.62
5,Viscera (% weight),5.402.39a,3.41-8.85,6.701.42a,5.00-7.96,5.840.13a,,5.69-5.94
6,pH,6.610.26a,6.326.85,6.560.15a,6.376.69,6.600.25a,,6.41-6.95
7,Moisture,77.922.36a,75.04-79.96,76.201.68a,73.99-77.82,76.682.15a,,74.87-79.64
8,Protein,18.95 1.24a,17.8620.17,19.68 0.93a,18.36-20.42,19.010.96a,,17.64-19.89
9,Lipid,1.850.79a,1.15-2.81,3.001.11a,1.78-4.16,3.150.96a,,2.03-4.22
10,Nonprotein nitrogen,0.390.02a,0.37-0.40,0.390.01a,0.38-0.40,0.390.02a,,0.36-0.41
11,Ash,1.260.07a,1.18-1.35,1.230.05a,1.18-1.28,1.190.08a,,1.071.24
