,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food,(x,,Sodium,Sodium,,Median Meansd(n,,Medien Meansd(n,,Phosphorus,Magnesium,Magnesium
1,,(x,Median Mcan sd(n),Median Mcan sd(n),Median Mcan sd(n),Median Meansd(n,Median Meansd(n,Medien Meansd(n,Medien Meansd(n,,Median Meansdn,Medi an Meansd(n,Medi an Meansd(n
2,"Grain products,ready-to-eat cereals","Grain products,ready-to-eat cereals","Grain products,ready-to-eat cereals",,,,,,,,,,
3,Corn flakes,,,,,,96828,,6827,,,,
4,,1.8,1010 10186428,1010 10186428,1010 10186428,97,96828,,6827,,39527,9.910.21.728,9.910.21.728
5,cereal,2.4,1055 103711728,1055 103711728,1055 103711728,1101227428,1101227428,12,13427,109,109927,35.135.44.928,35.135.44.928
6,Shredded wheat,3.3,995970177(28,995970177(28,995970177(28,3393402328,3393402328,1731754727,1731754727,427,4303327,125.0 126.89.3(28),125.0 126.89.3(28)
7,cereal,4.4,3,3128,3128,3633692428,3633692428,42,42627,3443413127,3443413127,120.5120.68.328,120.5120.68.328
8,Raisin bran,,,,,,,,,,,,
9,cereal,7.5,575S7112528,575S7112528,575S7112528,6055858828,6055858828,50,48827,384,3836327,148.0148.525.828,148.0148.525.828
10,Sweetened cereal 2.7,Sweetened cereal 2.7,469 4654028),469 4654028),469 4654028),1061051228,1061051228,13,14427,87,87927,28.5 28.63.528,28.5 28.63.528
11,Granola w/ raisins,,,,,,4214219828,,932927),,2866327,,
12,,2.9,68,96928,96928,4214219828,4214219828,90,932927),286,2866327,101.5104.229.928,101.5104.229.928
13,"White bread,",36.4,,,,,,,1031043527),,,,
14,onrichod,36.4,530 5365728,530 5365728,530 5365728,1121151428,1121151428,1031043527),1031043527),74,41027,23.0 23.32.420,23.0 23.32.420
15,Whole wheat,,,,,,2382403628,,1031043527),,41027,,23.0 23.32.420
16,bread,38.8,5305265828,5305265828,5305265828,2382403628,2382403628,71,753127,2052053027,2052053027,84.0 82.712.3(28),84.0 82.712.3(28)
17,Rye bread,,,,,,2382403628,,753127,,,,84.0 82.712.3(28)
18,,38.4,65567510128,65567510128,65567510128,159,1652628,87,812027,1251292427,1251292427,41.6 40.87.6(28,41.6 40.87.6(28
19,"Soft white roll,",31.1,,,,,1652628,,994127,,1251292427,,41.6 40.87.6(28
20,enriched,31.1,5105157228,5105157228,5105157228,124,1282428,86,994127,10911118(27),10911118(27),25.4 26.03.028,25.4 26.03.028
21,"biscuis,",,,,,,,,,,,,
22,ated dough,31.0,1050 107813428,1050 107813428,1050 107813428,257272+11028,257272+11028,26,28627,499 5034927),499 5034927),18.218.62.328,18.218.62.328
23,Muff inblue-,33.0,,,,,,,582927,,2021995127,,18.218.62.328
24,berry/plain,33.0,4544568428,4544568428,4544568428,1121234328,1121234328,50,582927,2021995127,2021995127,14.016.0+7.428,14.016.0+7.428
25,"Cornbread,",,,,,,,,582927,,2021995127,,14.016.0+7.428
26,honenade,37.1,45544514028,45544514028,45544514028,1261322128,1261322128,92,932427,1401452027,1401452027,19.719.34.328,19.719.34.328
27,"Pancake,fron",42.2,,,,,,,1754227,,,,19.719.34.328
28,mix,42.2,5605575528,5605575528,5605575528,164165+2428,164165+2428,170,1754227,3323303927,3323303927,22.7 24.16.128,22.7 24.16.128
29,Saltine crackers,7.6,,,,,,,1754227,,100 1071327,,22.7 24.16.128
30,,7.6,1195124916228,1195124916228,1195124916228,131,1321728,77,T3227,100 1071327,100 1071327,26.5 25.72.728,26.5 25.72.728
31,,27.8,46144412528,46144412528,46144412528,1331424528),1331424528),1001024827,1001024827,11813051(27,11813051(27,22.6 25.98.8(28,22.6 25.98.8(28
32,Carn chips,,,,,,,,,,11813051(27,,22.6 25.98.8(28
33,,0.5,575029328,575029328,575029328,1461432528,1461432528,136,132+2627,1991903227,1991903227,78.176.912.3(28,78.176.912.3(28
34,"enriched,",71.0,,,,,,,,,,,18.118.35.928
35,LoUked,71.0,5,265728,265728,51,31228,12,12227,67,67(2f,18.118.35.928,18.118.35.928
36,"nacaroni,",,,,,,,,,,,,
37,"enriched,",71.1,,,,,35828,,,,,,
38,cooked,71.1,1,1,126,35,35828,7,7227,45,48827,15.715.62.528,15.715.62.528
39,Nuts,,,,,,,,,,,,
40,"roasted,salted",1.1,735 71914428,735 71914428,735 71914428,700 69537(28),700 69537(28),53,53827,3643662227,3643662227,180.0179.810.328,180.0179.810.328
