,0,1,2,3,4,5,6,7,8,9,10
0,State,,As,Cd,Co,Cu,Pb,Mo,Hg,Se,Zn
1,,,(mgkg-1,(mgkg-1),(mgkg-1),(mgkg-1),(mgkg-1),(mgkg-1),mgkg-1,(mgkg-1,(mgkg-1)
2,NSW,meana,0.011,0.082,0.061,61.2,0.0240,1.13,0.0027,0.32,37.4
3,,Median,nd,0.0394,0.057,52.1,0.0113,1.12,nd,0.32,36.8
4,,Range,nd-0.0255,0.008-0.922,0.025-0.195,2.65-194,nd-0.259,0.12-2.06,nd-0.0052,0.05-1.65,22.2-56.0
5,QLD,Meana,0.01,0.117,0.085,79.5,0.0119,1.16,0.0027,0.52,39.1
6,,Median,nd,0.066,0.090,87.3,0.0104,1.20,0.0021,0.62,36.6
7,,Range,nd-0.0057,0.039-0.352,0.064-0.095,26.9-102,nd-0.0248,0.78-1.37,nd-0.0031,0.18-0.74,28.050.6
8,SA,meana,0.010,0.189,0.062,67.2,0.0254,0.97,0.0034,0.35,31.7
9,,Median,<0.0047,0.086,0.050,58.4,0.0194,0.98,0.0014,0.32,32.8
10,,Range,nd-0.0154,0.018-1.13,0.017-0.241,14.5,nd-0.1004,0.41-1.38,nd-0.0133,0.16-0.72,20.8-45.0
11,,,,,,192,,,,,
12,TAS,meana,0.01,0.142,0.072,43.7,0.0338,1.02,0.0029,0.12,36.5
13,,Median,nd,0.090,0.057,32.2,0.0076,1.03,0.001,0.11,37.1
14,,Range,nd-nd,0.0260.335,0.049-0.143,4.66-104,nd-0.1404,0.88-1.16,nd-0.0047,0.08-0.16,28.845.8
15,VIC,meana,0.01,0.303,0.053,76.4,0.0314,0.98,0.0034,0.25,42.1
16,,Median,nd,0.120,0.053,70.1,0.0227,0.96,nd,0.26,38.3
17,,Range,nd-0.0074,0.026-1.27,0.025-0.081,2.95-182,nd-0.1703,0.421.58,nd-0.0134,0.07-0.49,19.0-111
18,WA,meana,0.011,0.751,0.054,68.3,0.0898,0.98,0.0052,0.28,36.5
19,,Median,0.0047,0.529,0.057,39.2,0.0527,0.95,0.0024,0.22,35.4
20,,Range,nd-0.0192,0.027-4.45,0.006-0.125,3.27-341,nd-0.3818,0.32-2.18,nd-0.0225,0.06-0.85,24.7-53.1
21,Aus,n<LOD,130,0,0,0,31,0,78,0,0
22,,Range,0.01,0.280,0.060,66.0,0.0397,1.05,0.0034,0.31,37.2
23,,Range,nd-0.0255,0.0084.45,0.0060.24,2.65341,nd-0.3818,0.122.18,nd-0.0225,0.051.65,19.0-111
